MLA_sample_id,MLA_horizon_id,reactor_id,IPL_num,Name_full,comments,d17O,d.17O,d17O.err,d18O,d.18O,d18O.err,CAP.17O,CAP17O.err,d33,d33.err,d34,d34.err,d35,d35.err,d36,d36.err,33_mismatch,34_mismatch,dp17O_O2_SMOWSLAP,dp18O_O2_SMOWSLAP,Dp17O_O2_SMOWSLAP2,dp17Ocarb_SMOWSLAP,dp18Ocarb_SMOWSLAP,Dp17Ocarb_permeg_final_correction,Dp17Ocarb_permeg_MANUAL_correction,manual_automated_offset,Dp17Ocarb_permeg_ACCEPTED
PK95-SC-35,PK95-SC-35,36,6272,Data_4037 IPL-17O-6272 PK95-SC-35-R36-01 1,,12.19747213,12.12368196,0.0047671,23.62159849,23.34692556,0.001345448,-0.203494741,0.004680488,1.878127413,0.0047185,3.255511602,0.001318679,2.931439978,0.151279824,137.2497617,0.052254474,0.073244404,0.076208687,13.42119816,25.73294605,-165.7973535,10.5931324,20.28134174,-115.4160384,,,-115.4160384
PK95-SC-35,PK95-SC-35,36,6273,Data_4038 IPL-17O-6273 PK95-SC-35-R36-02 1,,12.50733053,12.42975975,0.003661962,24.20148011,23.91326516,0.0012179,-0.196444253,0.003647117,2.184826817,0.003624628,3.823855838,0.001193668,3.807816119,0.142242752,160.6226675,0.07571653,5.93E-04,0.00102394,13.74702434,26.334758,-157.727882,10.87605291,20.80189295,-107.3465669,,,-107.3465669
PK95-SC-165,PK95-SC-165,36,6274,Data_4039 IPL-17O-6274 PK95-SC-165-R36-01 1,,12.66519384,12.58566069,0.004597828,24.49125072,24.19614855,0.00176744,-0.18990574,0.004637089,2.341080704,0.004550953,4.107861134,0.001732275,4.356886693,0.143055821,184.4659351,0.075501003,0.024995443,0.027974827,13.91298192,26.63535167,-150.4837642,11.02057991,21.06189842,-100.1024491,,,-100.1024491
PK95-SC-179,PK95-SC-179,36,6276,Data_4041 IPL-17O-6276 PK95-SC-179-R36-01 1,,12.66676093,12.5872083,0.003948787,24.47058803,24.17597965,0.001261925,-0.177708959,0.003913203,2.342631824,0.003908529,4.087609557,0.001236817,4.037383782,0.129033922,146.5226819,0.0702832,0.005242359,0.003904749,13.91462923,26.61392022,-137.5206469,11.02375516,21.04336078,-87.13933182,,,-87.13933182
PK95-SC-179,PK95-SC-179,36,6277,Data_4042 IPL-17O-6277 PK95-SC-179-R36-02 1,,11.96521139,11.89419392,0.00371652,23.14629968,22.88248714,0.001495953,-0.187759294,0.003740949,1.648234576,0.003678631,2.78966939,0.00146619,1.843524562,0.140550866,145.8390147,0.062774012,0.003029093,0.003614298,13.17689882,25.23940186,-149.5053593,10.38401988,19.85443925,-99.12404425,,,-99.12404425
PK95-SC-92,PK95-SC-92,36,6323,Data_4087 IPL-17O-6323 PK95-SC-92-R36-01 1,,11.458712,11.39355786,0.004259659,22.15423309,21.91239337,0.001354462,-0.17618584,0.004440928,1.146898938,0.004216232,1.817341068,0.001327513,0.581074992,0.166295124,175.7063541,0.070534275,7.70E-05,4.01E-05,12.64393933,24.20846716,-138.1313266,9.924560002,18.96270836,-87.75001147,,,-87.75001147
PK95-SC-92,PK95-SC-92,36,6324,Data_4088 IPL-17O-6324 PK95-SC-92-R36-02 1,,11.43252541,11.36766753,0.004778589,22.15408284,21.91224637,0.001407209,-0.201998548,0.004781503,1.114093361,0.006651284,1.817193802,0.001379211,0.396166795,0.156229384,169.4434263,0.06770263,0.001085137,0.001119161,12.6090545,24.20831093,-172.9336709,9.88968631,18.96257323,-122.5523559,,,-122.5523559
PK95-SC-4,PK95-SC-4,36,6325,Data_4089 IPL-17O-6325 PK95-SC-4-R36-01 1,,11.17704648,11.11504439,0.004964839,21.62636356,21.3958315,0.001532483,-0.18195464,0.004834368,0.868104997,0.004914223,1.299974081,0.001501993,-0.213156338,0.123853329,224.6605032,0.09521519,0.293628857,0.297596711,12.34743635,23.65948273,-144.7705353,9.667196394,18.48785154,-94.38922022,,,-94.38922022
PK95-SC-4,PK95-SC-4,36,6326,Data_4090 IPL-17O-6326 PK95-SC-4-R36-02 1,,12.03912662,11.96723238,0.004611314,23.32271263,23.05489395,0.0045524,-0.205751625,0.003405878,1.721396238,0.004564302,2.962572406,0.004461825,1.932541192,0.121899191,341.5291171,0.088612963,0.00387927,0.003520115,13.25465172,25.42261523,-168.4891216,10.44871073,20.0129139,-118.1078065,,,-118.1078065
PK95-SC-148lwr,PK95-SC-148lwr,36,6327,Data_4091 IPL-17O-6327 PK95-SC-148lwr-R36-01 1,,12.42372135,12.34717995,0.003877785,24.0240952,23.74005677,0.001518671,-0.187570025,0.00391142,2.102070025,0.003838251,3.650000193,0.001488455,2.850112549,0.150319615,177.0682097,0.069192306,5.18E-05,1.76E-04,13.65911702,26.15070307,-148.454202,10.80126763,20.64269037,-98.07288686,,,-98.07288686
PK95-SC-148lwr,PK95-SC-148lwr,36,6328,Data_4092 IPL-17O-6328 PK95-SC-148lwr-R36-02 1,,12.96839474,12.88502481,0.003981236,25.07315732,24.76398299,0.001629343,-0.190358204,0.003664524,2.641190478,0.003940647,4.678190062,0.001596926,4.697776618,0.134513497,206.7618589,0.057467709,0.014026372,0.009062617,14.2316519,27.23871998,-150.3922481,11.29623327,21.58379584,-100.010933,,,-100.010933
PK95-SC-185,PK95-SC-185,36,6329,Data_4093 IPL-17O-6329 PK95-SC-185-R36-01 1,,12.42822033,12.35162368,0.003981334,24.02471869,23.74066561,0.001671476,-0.183447764,0.003930065,2.10652314,0.003940745,3.650611276,0.00163822,3.007077589,0.129124751,288.2342491,0.084208,0.109111214,0.102613629,13.66384748,26.15135007,-144.0653542,10.80595196,20.64325,-93.68403914,,,-93.68403914
PK95-SC-43,PK95-SC-43,36,6330,Data_4094 IPL-17O-6330 PK95-SC-43-R36-01 1,,10.55853924,10.50318675,0.004580188,20.43869852,20.23263138,0.001514675,-0.17964262,0.004452072,0.255903435,0.004533493,0.135938962,0.001484538,-3.223541354,0.161288215,256.2311772,0.060711466,0.138027391,0.140889688,11.69603897,22.42320787,-143.4147827,9.103938188,17.41850692,-93.03346763,,,-93.03346763
PK95-SC-43,PK95-SC-43,36,6331,Data_4095 IPL-17O-6331 PK95-SC-43-R36-02 1,,11.03693194,10.9764692,0.003788781,21.39826869,21.17254015,0.001392858,-0.202631997,0.003764459,0.729418923,0.003750155,1.076417412,0.001365146,-1.68368818,0.165933698,323.1964729,0.105500761,0.050373448,0.051948119,12.19990815,23.42217074,-166.9979936,9.53658716,18.28258303,-116.6166785,,,-116.6166785
PK95-SC-56,PK95-SC-56,36,6332,Data_4096 IPL-17O-6332 PK95-SC-56-R36-01 1,,13.61411869,13.52227637,0.012326903,26.04181656,25.70850251,0.004004593,-0.055903829,0.011160241,3.280331279,0.01220123,5.627576755,0.003924917,5.931213563,0.440431918,1696.382604,0.350007456,0.064961544,0.065002719,14.90998196,28.24229833,-1.951560635,11.90301406,22.45186421,48.42975446,,,48.42975446
PK95-SC-3,PK95-SC-3,36,6333,Data_4097 IPL-17O-6333 PK95-SC-3-R36-01 1,,11.74062169,11.67223503,0.004009749,22.7103462,22.45630529,0.001520193,-0.184694169,0.004132922,1.42593456,0.003968869,2.362389694,0.001489947,1.289762635,0.139279578,258.4735125,0.077209569,0.017249633,0.013924437,12.94061135,24.78649909,-146.6601702,10.18002172,19.46269049,-96.27885506,,,-96.27885506
PK95-SC-3,PK95-SC-3,36,6334,Data_4098 IPL-17O-6334 PK95-SC-3-R36-02 1,,11.16298924,11.1011424,0.005177298,21.57567752,21.34621718,0.001691829,-0.169660272,0.005024566,0.854191072,0.005124515,1.250296503,0.001658168,-0.741659448,0.149406834,286.279586,0.08002948,0.036279785,0.038122476,12.3326363,23.60675338,-131.7294845,9.656155644,18.44224207,-81.34816936,,,-81.34816936
PK95-SC-23,PK95-SC-23,36,6335,Data_4099 IPL-17O-6335 P95-SC-23-R36-01 1,,11.6754199,11.60778786,0.003544188,22.58068032,22.32951073,0.001688063,-0.182193801,0.003590623,1.361397505,0.003508055,2.235303652,0.001654477,0.743506706,0.170067813,256.1301633,0.061682063,6.45E-04,8.57E-04,12.87200307,24.65175238,-144.1221886,10.12102009,19.34613819,-93.7408735,,,-93.7408735
PK95-SC-23,PK95-SC-23,36,6336,Data_4100 IPL-17O-6336 P95-SC-23-R36-02 1,,12.24829077,12.17388703,0.004315253,23.68104468,23.40499825,0.001659308,-0.183952048,0.004246127,1.928427959,0.004271259,3.313775051,0.001626294,2.479569219,0.12724351,293.0089837,0.081718003,0.073335121,0.065265077,13.47464289,25.79465708,-144.9360494,10.64217749,20.33472013,-94.55473428,,,-94.55473428
PK95-SC-161,PK95-SC-161,36,6337,Data_4101 IPL-17O-6337 PK95-SC-161-R36-01 1,,13.44816807,13.35854042,0.014670525,26.08152095,25.74719732,0.009134956,-0.252770738,0.011752248,3.126499736,0.017075058,5.669040888,0.008832881,3.864101171,0.259352856,370.0630993,0.190595713,1.09E-10,4.99E-04,14.74676019,28.28610632,-188.303942,11.73666904,22.48975694,-137.9226269,,,-137.9226269
PK95-SC-161,PK95-SC-161,36,6338,Data_4102 IPL-17O-6338 PK95-SC-161-R36-02 1,,11.63473238,11.56756901,0.004125513,22.49668074,22.24736266,0.00146999,-0.179038479,0.004209181,1.321124798,0.004083453,2.152975336,0.001440743,0.72068894,0.12906799,237.5624104,0.091394274,0.114408332,0.119289608,12.82918743,24.56445167,-140.8430522,10.08442848,19.27062542,-90.46173714,,,-90.46173714
PK95-SC-6,PK95-SC-6,36,6339,Data_4103 IPL-17O-6339 PK95-SC-6-R36-01 1,,12.26551256,12.19090028,0.004354689,23.73623422,23.45890964,0.001285225,-0.195404006,0.004321888,1.945474175,0.004310293,3.367866529,0.001259654,2.385372085,0.105316817,257.5755748,0.080000317,8.99E-04,4.24E-04,13.49275398,25.85194587,-157.0734371,10.65620423,20.3842734,-106.692122,,,-106.692122
PK95-SC-6,PK95-SC-6,36,6340,Data_4104 IPL-17O-6340 PK95-SC-6-R36-02 1,,12.57584846,12.49742888,0.004437181,24.29742798,24.00694141,0.001496911,-0.178236183,0.004281945,2.252646208,0.004391944,3.917894714,0.001467128,3.407599502,0.148263161,298.3850612,0.085132613,0.025975837,0.029586768,13.81905884,26.43429957,-138.2513327,10.94099067,20.88799374,-87.87001757,,,-87.87001757
PK95-SC-111-SPAR,PK95-SC-111,36,6341,Data_4105 IPL-17O-6341 PK95-SC-111-SPAR-R36-01 1,,9.965805723,9.916474358,0.003252473,19.25790825,19.07482154,0.001425898,-0.155031418,0.00338847,-0.330787169,0.003219314,-1.021358175,0.001397528,-3.942424811,0.124472085,198.8566416,0.037605507,0.054301069,0.050613923,11.07138746,21.19257215,-118.290633,8.567023808,16.35404001,-67.90931795,,,-67.90931795
PK95-SC-54-SPAR,PK95-SC-54,36,6342,Data_4106 IPL-17O-6342 PK95-SC-54-SPAR-R36-01 1,,7.818756679,7.788348327,0.003778159,15.17636339,15.06235439,0.001585859,-0.16457479,0.003847255,-2.455947066,0.003739641,-5.021696177,0.001554306,-10.36957671,0.132603882,167.8816071,0.059387371,4.23E-06,5.67E-05,8.805450263,16.92702739,-132.0202016,6.605195,12.66445812,-81.63888653,,,-81.63888653
PK95-SC-54-SPAR,PK95-SC-54,36,6343,Data_4107 IPL-17O-6343 PK95-SC-54-SPAR-R36-02 1,,8.228338424,8.194669853,0.004312933,15.95685675,15.8308844,0.001349966,-0.164037108,0.004281897,-2.050541004,0.004268962,-4.256731594,0.001323106,-9.100224909,0.150553905,185.6153772,0.067052148,0.001199586,0.0021634,9.238108202,17.74411436,-130.7841821,6.979599417,13.37121645,-80.40286701,,,-80.40286701
PK95-SC-22-SPAR,PK95-SC-22,36,6344,Data_4108 IPL-17O-6344 PK95-SC-22-SPAR-R36-01 1,,11.03460467,10.97416731,0.003932654,21.40570873,21.17982431,0.001308864,-0.208779919,0.003906343,0.727115379,0.003892561,1.083709429,0.001282822,-1.454221468,0.128928431,208.9417902,0.055517687,0.144175244,0.134016163,12.19745756,23.42991232,-173.5361412,9.533584638,18.28927929,-123.1548261,,,-123.1548261
PK95-SC-22-SPAR,PK95-SC-22,36,6345,Data_4109 IPL-17O-6345 PK95-SC-22-SPAR-R36-02 1,,12.01776762,11.9461274,0.00364737,23.24822624,22.98210289,0.001410235,-0.188422931,0.003539702,1.700254996,0.003610185,2.889568008,0.001382177,1.310088308,0.131284671,223.9349162,0.067488389,0.007876953,0.005205497,13.23218439,25.34526161,-150.113744,10.43175826,19.94600509,-99.73242887,,,-99.73242887
PK95-SC-23,PK95-SC-23,36,6348,Data_4112 IPL-17O-6348 PK95-SC-23-R36-01 1,,11.26975963,11.20672868,0.004172498,21.83124982,21.59636052,0.001463906,-0.196149674,0.004069957,0.959872943,0.004129959,1.500783909,0.00143478,0.374234148,0.139262708,281.1828688,0.070953825,0.013627276,0.011393906,12.44504312,23.87260028,-159.6898307,9.74960913,18.67219251,-109.3085156,,,-109.3085156
PK95-SC-23,PK95-SC-23,36,6349,Data_4113 IPL-17O-6349 PK95-SC-23-R36-02 1,,12.65033034,12.5709831,0.003893038,24.46771288,24.17317317,0.001208866,-0.192452332,0.003733978,2.326368746,0.003853348,4.084791612,0.001184814,4.628846414,0.142399995,280.7292915,0.068061197,0.065852255,0.062903901,13.89735749,26.61093806,-153.217804,11.00669604,21.0407813,-102.8364889,,,-102.8364889
PK95-SC-63,PK95-SC-63,36,6350,Data_4114 IPL-17O-6350 PK95-SC-63-R36-01 1,,10.59988867,10.54410324,0.004989239,20.5262962,20.31847085,0.0013517,-0.18404937,0.005070288,0.29683131,0.004938374,0.221793782,0.001324806,-1.405983337,0.172653434,275.9630004,0.070415539,0.012414157,0.01134426,11.73960047,22.51444305,-148.0254607,9.140995148,17.4974229,-97.64414561,,,-97.64414561
