site,basin,sample_label,depth_mbsf,depth_composite_rmcd,Age_Ma,d13C_benthic_vpdb,d18O_benthic_vpdb,source_record,dataset_doi,article_doi
ODP Site 1209,Pacific,"198-1209B-25H-5,34-36",229.94,256.17,64.68708600000001,1.013,0.045,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,38-40",229.98,256.21,64.695419,1.075,0.11,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,42-44",230.02,256.25,64.70375299999999,1.084,0.033,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,46-48",230.06,256.29,64.712086,1.009,0.083,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,50-52",230.1,256.33,64.72042,1.081,0.123,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,54-56",230.14,256.37,64.728753,1.111,0.094,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,58-60",230.18,256.41,64.737208,1.05,0.1,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,62-64",230.22,256.45,64.746026,1.061,0.194,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,66-68",230.26,256.49,64.75484399999999,1.181,0.125,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,70-72",230.3,256.53,64.763662,1.141,0.151,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,74-76",230.34,256.57,64.77248,1.127,0.202,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,78-80",230.38,256.61,64.781298,1.159,0.164,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,82-84",230.42,256.65,64.790116,1.145,0.182,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,86-88",230.46,256.69,64.798934,1.23,0.182,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,90-92",230.5,256.73,64.807752,1.163,0.171,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,94-96",230.54,256.77,64.81657,1.174,0.161,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,98-100",230.58,256.81,64.825388,1.017,0.197,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,102-104",230.62,256.85,64.835847,0.984,0.089,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,106-108",230.66,256.89,64.851231,1.079,0.087,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,110-112",230.7,256.93,64.866614,1.115,0.138,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,114-116",230.74,256.97,64.881998,1.138,0.163,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,118-120",230.78,257.01,64.897382,1.074,0.112,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,126-128",230.86,257.09,64.92814899999999,1.178,0.164,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,130-132",230.9,257.13,64.93902,1.125,0.118,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,134-136",230.94,257.17,64.948384,1.168,0.153,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,138-140",230.98,257.21,64.957748,1.178,0.18,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,142-144",231.02,257.25,64.967112,1.16,0.148,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-5,146-148",231.06,257.29,64.976476,1.246,0.203,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,0-2",231.1,257.33,64.98584,1.176,0.136,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,4-6",231.14,257.37,64.995204,1.153,0.103,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,8-10",231.18,257.41,65.004568,1.199,0.176,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,12-14",231.22,257.45,65.013932,1.159,0.084,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,16-18",231.26,257.49,65.023297,1.23,0.125,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,20-22",231.3,257.53,65.032661,1.134,0.055,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,24-26",231.34,257.57,65.03955,1.103,0.08,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,28-30",231.38,257.61,65.045612,1.091,0.007,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,32-34",231.42,257.65,65.051675,1.154,0.114,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,36-38",231.46,257.69,65.057738,1.183,0.132,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,40-42",231.5,257.73,65.0638,1.2,0.106,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,44-46",231.54,257.77,65.069863,1.229,0.108,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,48-50",231.58,257.81,65.075926,1.147,0.082,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,52-54",231.62,257.85,65.081988,1.122,0.047,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,56-58",231.66,257.89,65.088051,1.13,-0.01,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,60-62",231.7,257.93,65.094114,1.083,0.014,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,64-66",231.74,257.97,65.100176,1.082,0.005,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,68-70",231.78,258.01,65.106239,1.06,0.032,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,72-74",231.82,258.046,65.11169600000001,1.237,0.13,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,76-78",231.86,258.081,65.117,1.124,0.044,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,46-48",231.46,258.092,65.118668,1.088,0.047,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,50-52",231.5,258.134,65.125033,1.067,0.074,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,54-56",231.54,258.175,65.131248,1.111,0.121,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,88-90",231.98,258.186,65.135109,1.182,0.139,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,58-60",231.58,258.217,65.151125,1.156,0.12,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,92-94",232.02,258.221,65.15319099999999,1.195,0.118,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,96-98",232.06,258.256,65.171273,1.107,-0.011,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,62-64",231.62,258.258,65.172307,1.055,0.035,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,100-102",232.1,258.291,65.189355,1.038,0.03,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,66-68",231.66,258.299,65.193489,0.995,0.046,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,104-106",232.14,258.326,65.207438,0.991,-0.056,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,70-72",231.7,258.339,65.21415400000001,0.906,-0.033,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,108-110",232.18,258.361,65.225237,0.949,0.041,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,74-76",231.74,258.379,65.229491,0.958,0.111,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,112-114",232.22,258.396,65.23351,1.009,0.204,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,78-80",231.78,258.422,65.239655,1.039,0.146,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-25H-6,116-118",232.26,258.43,65.241546,1.008,0.104,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,82-84",231.82,258.466,65.250056,1.037,0.147,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,86-88",231.86,258.509,65.26022,1.072,0.185,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,90-92",231.9,258.547,65.26920199999999,1.012,0.057,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,94-96",231.94,258.585,65.278184,1.089,0.207,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,98-100",231.98,258.623,65.287166,1.119,0.242,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,102-104",232.02,258.662,65.296385,1.182,0.207,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,106-108",232.06,258.7,65.305367,1.176,0.24,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,110-112",232.1,258.738,65.314349000000007,1.177,0.238,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,114-116",232.14,258.776,65.323331,1.104,0.187,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,118-120",232.18,258.814,65.334659,1.134,0.28,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,122-124",232.22,258.851,65.349601,1.169,0.208,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,126-128",232.26,258.888,65.364542,1.2,0.186,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,142-144",232.42,259.035,65.423903,1.211,0.18,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-1,146-148",232.46,259.072,65.435922,1.279,0.341,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,0-2",232.5,259.109,65.441855,1.301,0.296,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,16-18",232.66,259.257,65.465586,1.235,0.285,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,24-26",232.74,259.331,65.477452,1.289,0.23,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,28-30",232.78,259.367,65.483224,1.249,0.207,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,32-34",232.82,259.404,65.489157,1.354,0.293,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,36-38",232.86,259.441,65.49508999999999,1.366,0.328,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,40-42",232.9,259.478,65.50102199999999,1.309,0.32,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,44-46",232.94,259.515,65.506955,1.328,0.266,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,48-50",232.98,259.552,65.512888,1.337,0.265,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,52-54",233.02,259.589,65.518821,1.218,0.228,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,56-58",233.06,259.626,65.524754,1.377,0.312,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,60-62",233.1,259.662,65.532424,1.371,0.325,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,64-66",233.14,259.699,65.54155100000001,1.42,0.301,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,68-70",233.18,259.736,65.550678,1.422,0.308,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,72-74",233.22,259.773,65.559804,1.435,0.267,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,76-78",233.26,259.81,65.56893099999999,1.415,0.274,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,80-82",233.3,259.847,65.578058,1.408,0.331,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,84-86",233.34,259.884,65.58718499999999,1.485,0.291,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,88-90",233.38,259.921,65.596311,1.427,0.249,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,92-94",233.42,259.957,65.61225999999999,1.443,0.29,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,96-98",233.46,259.994,65.636772,1.383,0.24,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,100-102",233.5,260.031,65.661283,1.579,0.332,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,104-106",233.54,260.068,65.685795,1.523,0.273,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,108-110",233.58,260.105,65.707937,1.538,0.291,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,112-114",233.62,260.148,65.715999,1.39,0.19,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,116-118",233.66,260.192,65.724249,1.584,0.213,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,120-122",233.7,260.235,65.732311,1.615,0.334,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-2,128-130",233.78,260.322,65.74862300000001,1.619,0.29,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-6,56-58",234.76,261.04,65.893784,1.7,0.399,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-6,60-62",234.8,261.08,65.902394,1.79,0.434,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-6,64-66",234.84,261.12,65.911003,1.575,0.449,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,0-2",235,261.62,66.031338,1.657,0.505,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,4-6",235.04,261.66,66.040672,1.683,0.467,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,8-10",235.08,261.7,66.050005,1.865,0.473,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,12-14",235.12,261.74,66.059338,1.517,0.386,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,24-26",235.24,261.86,66.087337,1.859,0.322,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,28-30",235.28,261.9,66.09667,1.47,0.341,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,32-34",235.32,261.94,66.106003,1.283,0.234,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-6,148-150",235.68,261.96,66.11067,1.524,0.389,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,36-38",235.36,261.98,66.115336,1.31,0.285,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,2-4",235.72,262,66.120003,1.415,0.311,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,40-42",235.4,262.02,66.124574,1.254,0.192,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,6-8",235.76,262.04,66.12914599999999,1.34,0.2,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,44-46",235.44,262.06,66.133717,1.302,0.269,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,10-12",235.8,262.08,66.138288,1.333,0.279,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,48-50",235.48,262.1,66.14286,1.321,0.299,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,14-16",235.84,262.12,66.147431,1.361,0.251,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,52-54",235.52,262.14,66.152002,1.217,0.218,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,18-20",235.88,262.16,66.15657399999999,1.395,0.334,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,56-58",235.56,262.18,66.161145,1.137,0.077,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,22-24",235.92,262.2,66.165716,1.299,0.16,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,60-62",235.6,262.22,66.170288,1.211,0.116,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,26-28",235.96,262.24,66.174859,1.297,0.167,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,64-66",235.64,262.26,66.17943,1.523,0.366,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,30-32",236,262.28,66.18400100000001,1.247,0.134,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,68-70",235.68,262.3,66.188573,1.507,0.256,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,34-36",236.04,262.32,66.193144,1.182,0.052,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,72-74",235.72,262.34,66.197715,1.377,0.102,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,76-78",235.76,262.38,66.206858,1.219,0.076,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,42-44",236.12,262.4,66.21142900000001,1.244,0.083,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,80-82",235.8,262.42,66.216001,1.283,0.149,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,46-48",236.16,262.44,66.218943,1.341,0.103,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,84-86",235.84,262.46,66.221884,1.139,-0.114,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,50-52",236.2,262.48,66.224825,1.538,0.136,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,88-90",235.88,262.5,66.227766,1.295,0.053,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-25H-7,54-56",236.24,262.52,66.230707,1.507,0.068,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-15H-4,92-94",235.92,262.54,66.233648,1.353,0.087,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
