site,event,sample_label,depth_mbsf,depth_composite_mcd,Age_Ma,d13C_benthic_vpdb,d18O_benthic_vpdb,d18O_corrected_vpdb,bottom_water_temperature_C,source_record,dataset_doi,article_doi
ODP Site 1262,208-1262B,"208-1262B-18H-4,144-145",158.845,173.935,59.33106,2.01,0.42,0.589,7.79,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-4,148-149",158.885,173.975,59.33982,1.98,0.6,0.788,6.93,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,1-2",158.915,174.005,59.34639,1.97,0.64,0.827,6.77,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,4-5",158.945,174.035,59.352959999999996,1.98,0.67,0.864,6.61,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,7-8",158.975,174.065,59.35953,2.01,0.62,0.807,6.85,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,13-14",159.035,174.125,59.37266,1.96,0.69,0.886,6.51,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,16-17",159.065,174.155,59.37923,1.93,0.6,0.784,6.95,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,19-20",159.095,174.185,59.3858,1.87,0.67,0.87,6.58,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,22-23",159.125,174.215,59.39237,1.87,0.59,0.781,6.96,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,25-26",159.155,174.245,59.39894,1.81,0.59,0.776,6.99,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,28-29",159.185,174.275,59.40551,1.73,0.55,0.735,7.16,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,37-38",159.275,174.365,59.42522,1.77,0.62,0.808,6.85,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,40-41",159.305,174.395,59.431779999999996,1.93,0.63,0.816,6.81,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,43-44",159.335,174.425,59.43835,1.87,0.58,0.759,7.06,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,46-47",159.365,174.455,59.444919999999996,1.82,0.46,0.633,7.6,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,49-50",159.395,174.485,59.45149,1.79,0.65,0.84,6.71,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,52-53",159.425,174.515,59.458059999999996,1.7,0.3,0.444,8.41,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,55-56",159.455,174.545,59.46463,1.82,0.65,0.844,6.69,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,58-59",159.485,174.575,59.471199999999996,1.76,0.62,0.814,6.82,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,61-62",159.515,174.605,59.47777,1.96,0.77,0.976,6.13,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,64-65",159.545,174.635,59.484339999999996,1.96,0.71,0.908,6.42,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,67-68",159.575,174.665,59.4909,1.89,0.69,0.893,6.48,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,70-71",159.605,174.695,59.49747,1.86,0.68,0.873,6.57,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,73-74",159.635,174.725,59.50404,1.89,0.47,0.635,7.59,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,76-77",159.665,174.755,59.51061,1.91,0.72,0.918,6.38,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,79-80",159.695,174.785,59.51718,1.87,0.67,0.862,6.62,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,82-83",159.725,174.815,59.52375,1.82,0.75,0.95,6.24,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,85-86",159.755,174.845,59.53032,1.76,0.56,0.737,7.15,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,88-89",159.785,174.875,59.53689,1.68,0.4,0.559,7.92,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,91-92",159.815,174.9,59.54236,1.72,0.53,0.711,7.26,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,94-95",159.845,174.9199,59.54674,1.84,0.7,0.901,6.45,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,97-98",159.875,174.9398,59.551120000000004,1.76,0.62,0.809,6.84,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,100-101",159.905,174.9598,59.5555,1.84,0.56,0.74,7.14,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,109-110",154.595,174.985,59.560970000000005,1.6,0.35,0.501,8.17,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-18H-5,106-107",159.965,174.9996,59.564260000000004,1.93,0.58,0.764,7.04,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,112-113",154.625,175.015,59.56754,1.67,0.47,0.639,7.57,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,115-116",154.655,175.045,59.57411,1.67,0.51,0.683,7.38,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,118-119",154.685,175.075,59.58068,1.61,0.49,0.66,7.48,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,121-122",154.715,175.105,59.58725,1.58,0.43,0.596,7.76,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,124-125",154.745,175.135,59.59382,1.56,0.44,0.602,7.73,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,127-128",154.775,175.165,59.60039,1.44,0.33,0.487,8.22,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,130-131",154.805,175.195,59.60696,1.65,0.46,0.634,7.59,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,133-134",154.835,175.225,59.61353,1.43,0.27,0.419,8.52,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,136-137",154.865,175.255,59.61965,1.56,0.51,0.687,7.37,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,142-143",154.925,175.315,59.62751,1.62,0.35,0.506,8.14,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,145-146",154.955,175.345,59.63143,1.61,0.46,0.632,7.6,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-2,148-149",154.985,175.375,59.63536,1.6,0.53,0.704,7.29,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,1-2",155.015,175.405,59.63928,1.46,0.45,0.618,7.66,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,4-5",155.045,175.435,59.643209999999996,1.63,0.41,0.576,7.84,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,7-8",155.075,175.465,59.64714,1.61,0.45,0.621,7.65,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,10-11",155.105,175.495,59.65106,1.57,0.35,0.507,8.14,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,13-14",155.135,175.525,59.65499,1.58,0.37,0.524,8.07,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,16-17",155.165,175.555,59.658910000000006,1.61,0.49,0.665,7.46,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,19-20",155.195,175.585,59.662839999999996,1.72,0.53,0.713,7.25,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,22-23",155.225,175.615,59.666760000000004,1.79,0.62,0.813,6.82,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,25-26",155.255,175.645,59.67069,1.6,0.41,0.572,7.86,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,28-29",155.285,175.675,59.674620000000004,1.67,0.53,0.705,7.29,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,31-32",155.315,175.705,59.67854,1.74,0.59,0.773,6.99,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,37-38",155.375,175.765,59.68639,1.49,0.46,0.632,7.6,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,41-42",155.415,175.805,59.691629999999996,1.85,0.61,0.796,6.9,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,43-44",155.435,175.825,59.69425,1.53,0.27,0.414,8.54,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,46-47",155.465,175.855,59.69817,1.71,0.56,0.746,7.11,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,49-50",155.495,175.885,59.7021,1.59,0.42,0.579,7.83,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,52-53",155.525,175.915,59.706019999999995,1.63,0.48,0.657,7.49,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,55-56",155.555,175.945,59.70995,1.6,0.56,0.745,7.12,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,58-59",155.585,175.975,59.713879999999996,1.39,0.31,0.46,8.34,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,61-62",155.615,176.005,59.717800000000004,1.52,0.26,0.406,8.58,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,64-65",155.645,176.035,59.72173,1.49,0.36,0.513,8.11,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,67-68",155.675,176.065,59.72582,1.37,0.4,0.557,7.92,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,70-71",155.705,176.095,59.73077,1.63,0.54,0.719,7.23,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,73-74",155.735,176.125,59.73572,1.57,0.4,0.558,7.92,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,76-77",155.765,176.155,59.74067,1.58,0.58,0.761,7.05,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,79-80",155.795,176.185,59.74561,1.35,0.41,0.573,7.86,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,82-83",155.825,176.215,59.75056,1.63,0.51,0.684,7.38,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,85-86",155.855,176.245,59.75551,1.69,0.44,0.606,7.71,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,88-89",155.885,176.275,59.76046,1.74,0.45,0.615,7.67,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,91-92",155.915,176.305,59.7654,1.91,0.64,0.833,6.74,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,94-95",155.945,176.335,59.77035,1.77,0.46,0.634,7.59,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,97-98",155.975,176.365,59.7753,1.94,0.59,0.771,7,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,100-101",156.005,176.395,59.78024,1.85,0.52,0.697,7.32,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,103-104",156.035,176.425,59.78519,1.87,0.57,0.755,7.07,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,106-107",156.065,176.455,59.79014,1.72,0.63,0.817,6.81,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,109-110",156.095,176.485,59.795089999999995,1.77,0.47,0.644,7.55,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,112-113",156.125,176.515,59.80003,1.79,0.49,0.667,7.45,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,115-116",156.155,176.545,59.80498,1.74,0.64,0.831,6.75,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,118-119",156.185,176.575,59.80993,1.78,0.55,0.731,7.17,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,121-122",156.215,176.605,59.814879999999995,1.82,0.59,0.771,7.01,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,124-125",156.245,176.635,59.81982,1.76,0.49,0.661,7.47,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,127-128",156.275,176.665,59.824769999999994,1.73,0.53,0.704,7.29,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,130-131",156.305,176.695,59.82972,1.68,0.61,0.798,6.89,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,136-137",156.365,176.755,59.83961,1.74,0.53,0.713,7.25,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,139-140",156.395,176.785,59.844559999999994,1.67,0.61,0.799,6.89,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,142-143",156.425,176.815,59.84951,1.64,0.5,0.675,7.42,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,145-146",156.455,176.845,59.854459999999996,1.52,0.46,0.631,7.6,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-3,148-149",156.485,176.875,59.8594,1.58,0.3,0.453,8.37,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,1-2",156.515,176.905,59.86435,1.73,0.73,0.936,6.3,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,4-5",156.545,176.935,59.8693,1.7,0.54,0.717,7.23,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,7-8",156.575,176.965,59.87424,1.65,0.49,0.662,7.47,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,10-11",156.605,176.995,59.87919,1.56,0.48,0.646,7.54,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,13-14",156.635,177.025,59.88414,1.55,0.57,0.756,7.07,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,16-17",156.665,177.055,59.889089999999996,1.61,0.36,0.517,8.1,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,19-20",156.695,177.085,59.89403,1.65,0.46,0.634,7.59,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,22-23",156.725,177.115,59.89898,1.54,0.27,0.419,8.52,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,25-26",156.755,177.145,59.90393,1.59,0.42,0.586,7.8,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,28-29",156.785,177.175,59.908879999999996,1.67,0.48,0.655,7.5,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,31-32",156.815,177.205,59.91382,1.63,0.34,0.496,8.19,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,34-35",156.845,177.235,59.918769999999995,1.66,0.46,0.634,7.59,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,37-38",156.875,177.265,59.92372,1.58,0.31,0.456,8.36,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,40-41",156.905,177.295,59.92867,1.58,0.5,0.678,7.4,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,43-44",156.935,177.325,59.93361,1.81,0.66,0.85,6.67,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,46-47",156.965,177.355,59.938559999999995,1.77,0.47,0.644,7.55,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,49-50",156.995,177.385,59.94351,1.76,0.46,0.629,7.61,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,52-53",157.025,177.415,59.94846,1.8,0.56,0.739,7.14,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,55-56",157.055,177.445,59.9534,1.74,0.56,0.741,7.13,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,58-59",157.085,177.475,59.958349999999996,1.74,0.52,0.702,7.3,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,61-62",157.115,177.505,59.963300000000004,1.72,0.58,0.768,7.02,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,64-65",157.145,177.535,59.968239999999994,1.7,0.52,0.699,7.31,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,67-68",157.175,177.565,59.97319,1.65,0.38,0.537,8.01,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,70-71",157.205,177.595,59.978139999999996,1.62,0.42,0.585,7.8,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,73-74",157.235,177.625,59.98309,1.63,0.51,0.686,7.37,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,76-77",157.265,177.655,59.98803,1.55,0.43,0.6,7.74,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,79-80",157.295,177.685,59.99298,1.5,0.27,0.421,8.51,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,82-83",157.325,177.715,59.997930000000004,1.44,0.19,0.323,8.94,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,85-86",157.355,177.745,60.00288,1.57,0.48,0.651,7.52,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,88-89",157.385,177.775,60.007870000000004,1.57,0.42,0.587,7.79,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,91-92",157.415,177.805,60.01308,1.66,0.5,0.671,7.43,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,94-95",157.445,177.835,60.01829,1.58,0.49,0.66,7.48,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,97-98",157.475,177.865,60.0235,1.54,0.34,0.496,8.19,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,100-101",157.505,177.895,60.02871,1.59,0.55,0.727,7.19,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,103-104",157.535,177.925,60.033919999999995,1.63,0.5,0.67,7.44,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-17H-4,106-107",157.565,177.955,60.03913,1.61,0.45,0.62,7.65,Littler et al. (2014) - MARUM,10.1594/PANGAEA.884585,10.1029/2019PA003556
