site,event,sample_label,depth_mbsf,depth_composite_mcd,Age_Ma,d13C_benthic_vpdb,d18O_benthic_vpdb,d18O_corrected_vpdb,bottom_water_temperature_C,source_record,dataset_doi,article_doi
ODP Site 1262,208-1262B,"208-1262B-14H-3,16-17",118.065,129.9533,55.07537,0.98,-0.15,-0.058,10.61,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,19-20",118.095,129.9831,55.07785,0.98,-0.14,-0.044,10.55,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,22-23",118.125,130.0129,55.08034,0.98,-0.19,-0.1,10.79,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,25-26",118.155,130.0428,55.08282,0.84,-0.2,-0.114,10.86,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,28-29",118.185,130.0726,55.085300000000004,0.97,-0.22,-0.139,10.97,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,31-32",118.215,130.1024,55.0877,0.9,-0.25,-0.165,11.08,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,34-35",118.245,130.1322,55.090180000000004,0.91,-0.21,-0.12,10.88,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,37-38",118.275,130.1621,55.09266,0.94,-0.19,-0.105,10.82,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,40-41",118.305,130.1919,55.095150000000004,0.96,-0.18,-0.088,10.74,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,43-44",118.335,130.2217,55.097629999999995,1,-0.29,-0.215,11.31,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,49-50",118.395,130.2814,55.10251,1.02,-0.2,-0.117,10.87,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,61-62",118.515,130.4007,55.11244,0.86,-0.23,-0.146,11,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,64-65",118.545,130.4305,55.11499,0.83,-0.32,-0.242,11.43,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,73-74",118.635,130.52,55.12267,0.92,-0.22,-0.132,10.94,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,76-77",118.665,130.5498,55.125260000000004,0.87,-0.22,-0.136,10.96,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,85-86",118.755,130.6393,55.132940000000005,0.87,-0.2,-0.117,10.87,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,88-89",118.785,130.6691,55.135529999999996,0.77,-0.33,-0.263,11.52,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,94-95",118.845,130.7288,55.140699999999995,0.66,-0.42,-0.363,11.97,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,97-98",118.875,130.7586,55.14329,0.87,-0.29,-0.214,11.3,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,100-101",118.905,130.7885,55.14579,1.01,-0.04,0.063,10.07,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,106-107",118.965,130.8481,55.15097,0.95,-0.17,-0.084,10.72,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,109-110",118.995,130.8779,55.15356,0.94,-0.17,-0.077,10.69,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,112-113",119.025,130.9077,55.156150000000004,0.69,-0.25,-0.173,11.12,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,115-116",119.055,130.9376,55.158730000000006,0.67,-0.45,-0.39,12.09,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,118-119",119.085,130.9674,55.16124,0.74,-0.32,-0.247,11.45,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,124-125",119.145,131.0271,55.166410000000006,0.51,-0.58,-0.539,12.76,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,130-131",119.205,131.0867,55.171589999999995,0.92,-0.1,-0.004,10.37,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,139-140",119.295,131.1762,55.179120000000005,0.5,-0.57,-0.528,12.71,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,142-143",119.325,131.206,55.181419999999996,0.7,-0.45,-0.399,12.13,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,145-146",119.355,131.2358,55.183730000000004,0.94,-0.21,-0.129,10.92,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-3,148-149",119.385,131.2657,55.18603,0.92,-0.28,-0.2,11.24,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,1-2",119.415,131.2955,55.18834,1.07,-0.11,-0.008,10.39,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,4-5",119.445,131.3253,55.19057,1.08,-0.14,-0.044,10.55,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,7-8",119.475,131.3552,55.19287,1.03,-0.13,-0.034,10.5,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,10-11",119.505,131.385,55.19518,1.04,-0.15,-0.055,10.6,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,13-14",119.535,131.4148,55.197480000000006,1.15,-0.15,-0.06,10.62,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,16-17",119.565,131.4446,55.19979,0.98,-0.26,-0.177,11.13,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,22-23",119.625,131.5043,55.20432,1.07,-0.09,0.006,10.32,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,28-29",119.685,131.5639,55.20893,1.04,-0.28,-0.206,11.26,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,34-35",119.745,131.6236,55.213550000000005,1.03,-0.33,-0.263,11.52,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,37-38",119.775,131.6534,55.21577,0.97,-0.36,-0.291,11.64,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,43-44",119.835,131.7131,55.22038,0.96,-0.4,-0.335,11.84,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,49-50",119.895,131.7727,55.225,1,-0.32,-0.242,11.43,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,61-62",120.015,131.892,55.23414,0.94,-0.38,-0.313,11.74,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,64-65",120.045,131.9219,55.23645,0.9,-0.31,-0.239,11.41,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,67-68",120.075,131.9517,55.23875,0.84,-0.24,-0.162,11.07,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,70-71",120.105,131.9815,55.24106,1.09,-0.21,-0.129,10.92,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,73-74",120.135,132.0113,55.24329,0.85,-0.42,-0.355,11.93,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,76-77",120.165,132.0412,55.24559,0.85,-0.34,-0.265,11.53,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,82-83",120.225,132.1008,55.2502,0.72,-0.51,-0.464,12.42,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,85-86",120.255,132.1307,55.25251,0.58,-0.61,-0.568,12.89,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,88-89",120.285,132.1605,55.25474,0.54,-0.58,-0.544,12.78,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,91-92",120.315,132.1903,55.25704,0.72,-0.44,-0.379,12.04,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,94-95",120.345,132.2201,55.25935,0.79,-0.46,-0.405,12.16,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,97-98",120.375,132.25,55.26165,0.78,-0.41,-0.35,11.91,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,100-101",120.405,132.2798,55.26396,0.8,-0.46,-0.405,12.15,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,109-110",120.495,132.3693,55.27068,0.78,-0.55,-0.502,12.59,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,115-116",120.555,132.4289,55.27503,0.95,-0.41,-0.35,11.91,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,121-122",120.615,132.4886,55.27939,0.96,-0.43,-0.367,11.98,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,124-125",120.645,132.5184,55.28149,0.99,-0.27,-0.189,11.19,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,127-128",120.675,132.5482,55.28367,0.74,-0.53,-0.487,12.52,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,130-131",120.705,132.578,55.285849999999996,0.91,-0.42,-0.363,11.97,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-4,133-134",120.735,132.6079,55.28803,0.84,-0.46,-0.409,12.17,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,1-2",120.915,132.7868,55.301019999999994,0.94,-0.28,-0.207,11.27,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,4-5",120.945,132.8167,55.3032,1,-0.24,-0.155,11.04,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,7-8",120.975,132.8465,55.30538,0.99,-0.27,-0.189,11.19,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,10-11",121.005,132.8763,55.307480000000005,1,-0.34,-0.274,11.57,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,13-14",121.035,132.9062,55.30966,1.03,-0.31,-0.237,11.4,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,16-17",121.065,132.936,55.31184,0.94,-0.45,-0.388,12.08,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,19-20",121.095,132.9658,55.31401,0.93,-0.36,-0.291,11.64,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,22-23",121.125,132.9956,55.31619,0.92,-0.37,-0.305,11.71,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,25-26",121.155,133.0255,55.3183,0.99,-0.28,-0.206,11.26,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,28-29",121.185,133.0553,55.32047,0.96,-0.26,-0.18,11.15,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,31-32",121.215,133.0851,55.32265,0.91,-0.31,-0.234,11.39,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,34-35",121.245,133.1149,55.32483,1,-0.29,-0.208,11.27,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,37-38",121.275,133.1448,55.32701,1.07,-0.19,-0.103,10.81,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,40-41",121.305,133.1746,55.329190000000004,1,-0.28,-0.198,11.23,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,43-44",121.335,133.2044,55.33129,1.05,-0.33,-0.261,11.51,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,46-47",121.365,133.2343,55.33347,0.92,-0.34,-0.275,11.57,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,49-50",121.395,133.2641,55.33565,0.97,-0.29,-0.218,11.32,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,52-53",121.425,133.2939,55.33782,0.82,-0.44,-0.385,12.06,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,55-56",121.455,133.3237,55.34,0.76,-0.5,-0.452,12.37,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,58-59",121.485,133.3536,55.34218,0.82,-0.36,-0.292,11.65,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,61-62",121.515,133.3834,55.34429,0.82,-0.4,-0.342,11.87,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,64-65",121.545,133.4132,55.34646,0.87,-0.36,-0.29,11.64,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,67-68",121.575,133.443,55.348639999999996,0.94,-0.37,-0.303,11.7,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,70-71",121.605,133.4728,55.35082,0.83,-0.4,-0.334,11.83,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,73-74",121.635,133.5027,55.353,0.8,-0.44,-0.376,12.03,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,79-80",121.695,133.5624,55.35743,0.6,-0.69,-0.665,13.33,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,82-83",121.725,133.5922,55.359809999999996,0.69,-0.59,-0.55,12.8,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,85-86",121.755,133.622,55.362199999999994,0.72,-0.55,-0.51,12.62,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,88-89",121.785,133.6518,55.364580000000004,0.78,-0.5,-0.446,12.34,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,91-92",121.815,133.6816,55.36696,0.57,-0.75,-0.733,13.64,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,94-95",121.845,133.7115,55.36927,0.94,-0.4,-0.337,11.85,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,97-98",121.875,133.7413,55.37165,0.96,-0.38,-0.318,11.76,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,100-101",121.905,133.7711,55.37403,0.84,-0.45,-0.395,12.11,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,103-104",121.935,133.801,55.376419999999996,0.78,-0.36,-0.295,11.66,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,106-107",121.965,133.8308,55.378800000000005,0.78,-0.67,-0.638,13.2,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,109-110",121.995,133.8606,55.38118,0.83,-0.48,-0.429,12.26,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,115-116",122.055,133.9203,55.385870000000004,0.93,-0.43,-0.376,12.02,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,118-119",122.085,133.9501,55.38826,0.97,-0.34,-0.264,11.53,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,34-35",115.845,133.955,55.38865,0.97,-0.34,-0.265,11.53,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,121-122",122.115,133.9799,55.39064,0.99,-0.29,-0.211,11.29,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,37-38",115.875,133.985,55.391040000000004,0.94,-0.41,-0.351,11.91,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262B,"208-1262B-14H-5,124-125",122.145,134.0097,55.39302,0.97,-0.39,-0.327,11.8,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,43-44",115.935,134.045,55.3958,0.91,-0.3,-0.228,11.36,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,46-47",115.965,134.075,55.39819,0.93,-0.49,-0.436,12.29,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,49-50",115.995,134.105,55.40057,0.98,-0.46,-0.41,12.18,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,52-53",116.025,134.135,55.40295,0.85,-0.49,-0.434,12.28,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,55-56",116.055,134.165,55.405339999999995,0.97,-0.41,-0.346,11.89,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,58-59",116.085,134.195,55.40772,0.87,-0.31,-0.237,11.4,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,61-62",116.115,134.225,55.4101,0.94,-0.38,-0.311,11.73,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,64-65",116.145,134.255,55.41249,0.98,-0.29,-0.21,11.28,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,67-68",116.175,134.285,55.41487,0.98,-0.43,-0.372,12.01,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,70-71",116.205,134.315,55.41725,0.98,-0.27,-0.19,11.19,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,73-74",116.235,134.345,55.41964,1.1,-0.23,-0.142,10.98,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,76-77",116.265,134.375,55.422019999999996,1.02,-0.3,-0.229,11.37,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,79-80",116.295,134.405,55.4244,0.99,-0.35,-0.276,11.57,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,82-83",116.325,134.435,55.426790000000004,0.88,-0.41,-0.352,11.92,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,85-86",116.355,134.465,55.42917,0.97,-0.4,-0.335,11.84,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,88-89",116.385,134.495,55.43155,1.04,-0.28,-0.202,11.25,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,91-92",116.415,134.525,55.43394,1,-0.29,-0.213,11.3,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,94-95",116.445,134.555,55.43632,1.05,-0.29,-0.218,11.32,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,97-98",116.475,134.585,55.4387,1.04,-0.28,-0.205,11.26,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,100-101",116.505,134.615,55.441089999999996,0.99,-0.34,-0.272,11.56,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,103-104",116.535,134.645,55.44347,0.97,-0.28,-0.202,11.25,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,106-107",116.565,134.675,55.44585,0.98,-0.36,-0.291,11.64,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,109-110",116.595,134.705,55.44824,0.94,-0.37,-0.3,11.69,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,112-113",116.625,134.735,55.45062,0.99,-0.35,-0.281,11.6,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
ODP Site 1262,208-1262A,"208-1262A-13H-2,115-116",116.655,134.765,55.453,1,-0.3,-0.227,11.36,Littler et al. (2014) - UCSC,10.1594/PANGAEA.884585,10.1029/2019PA003556
