MLA_horizon_id,IPL17O_mean_dp17Ocarb,IPL17O_sd_dp17Ocarb,IPL17O_se_dp17Ocarb,IPL17O_n_dp17Ocarb,IPL17O_mean_dp18Ocarb,IPL17O_sd_dp18Ocarb,IPL17O_se_dp18Ocarb,IPL17O_n_dp18Ocarb,IPL17O_mean_Dp17Ocarb,IPL17O_sd_Dp17Ocarb,IPL17O_se_Dp17Ocarb,IPL17O_n_Dp17Ocarb,IPL17O_n_analyses,strat_height_m,IPL17O_sd_Dp17Ocarb_adj,IPL17O_se_Dp17Ocarb_adj,IPL17O_ci95_Dp17Ocarb_adj,IPL17O_mean_d17Ocarb,IPL17O_mean_d18Ocarb,IPLD47_n_T47,IPLD47_mean_T47_C,IPLD47_sd_T47_C,IPLD47_se_T47_C,IPLD47_min_T47_C,IPLD47_max_T47_C,IPLD47_range_T47_C,IPL_NuDog_d13Ccarb_VPDB,IPL_NuDog_d18Ocarb_VPDB,IPL_NuDog_d18Ocarb_VSMOW,IPLD47_sessions,IPLD47_IPLnums,IPLD47_sample_type,CU_sample_id,CU_mean_d13Ccarb_vpdb,CU_mean_d18Ocarb_vpdb,CU_se_d18Ocarb_vpdb,CU_mean_d18Ocarb_vsmow,CU_mean_D47_ICDES,CU_se_D47_ICDES,CU_mean_T47_C,CU_2se_T47_C,CU_mean_d18Ow_vsmow,CU_se_d18Ow_vsmow,Snell_sample_id,Snell_Age_Ma,Snell_sample_type,Snell_mean_d18Ow_vsmow,Snell_mean_d18Ocarb_vsmow,Snell_mean_d13Ccarb_vpdb,Snell_mean_D47,Snell_se_D47,Snell_mean_T47_C,Snell_se_T47_C,Snell_sample_group,Koch_mean_d13Ccarb_vpdb,Koch_se_d13Ccarb_vpdb,Koch_n_d13Ccarb,Koch_mean_d18Ocarb_vpdb,Koch_se_d18Ocarb_vpdb,Koch_n_d18Ocarb_vpdb,Koch_mean_d18Ocarb_vsmow,Koch_se_d18Ocarb_vsmow,Koch_n_d18Ocarb_vsmow,Bowen_mean_d13Ccarb_vpdb,Bowen_se_d13Ccarb_vpdb,Bowen_n_d13Ccarb,Bowen_mean_d18Ocarb_vpdb,Bowen_se_d18Ocarb_vpdb,Bowen_n_d18Ocarb_vpdb,Bowen_mean_d18Ocarb_vsmow,Bowen_se_d18Ocarb_vsmow,Bowen_n_d18Ocarb_vsmow,Age_Ma,stage,exclude_nuclear,exclude_moderate,exclude_conservative,exclude_heavy,exclude_heavy_moderate,exclude_all_suspect,exclude_from_temp_model,T_model_C,T_model_se_C,T_model_lower95_C,T_model_upper95_C,T_measured_C,T_measured_se_C,n_T_obs,T_sources,T_model_anchor_C,has_measured_T47,is_snell,d18Ocarb_vsmow,d18Ocarb_se_vsmow,d18Ocarb_source,d18Ocarb_missing_flag,T_recon_C,T_recon_se_C,T_recon_source,d18Ocarb_se_used_vsmow,d18Ow_mean_vsmow,d18Ow_median_vsmow,d18Ow_sd_vsmow,d18Ow_lower95_vsmow,d18Ow_upper95_vsmow,D17Orsw_mean_permeg,D17Orsw_median_permeg,D17Orsw_sd_permeg,D17Orsw_lower95_permeg,D17Orsw_upper95_permeg
PB-00-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.375,0.07500000000000008,4,-7.875,0.118145390656315,4,22.801505,0.1217984461354078,4,55.91879617834395,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.274657718922,1.88242447231941,29.585105753175956,36.96420968466804,NA,NA,0,NA,NA,FALSE,FALSE,22.801505,0.1217984461354078,Bowen,NA,33.274657718922,1.88242447231941,modeled/interpolated T,0.1217984461354078,-3.866712599780163,-3.8685636930555343,0.37629992506595095,-4.603441890941051,-3.11950367117779,NA,NA,NA,NA,NA
PB-00-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1507.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.875,0.21691835198657455,8,-8.4875,0.11563103266115776,8,22.1700665,0.11920634419104088,8,55.917458598726114,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.71055905670978,1.88242447231941,30.02100709096374,37.400111022455825,NA,NA,0,NA,NA,FALSE,FALSE,22.1700665,0.11920634419104088,Bowen,NA,33.71055905670978,1.88242447231941,modeled/interpolated T,0.11920634419104088,-4.397693949080527,-4.399012845212212,0.3755425495769575,-5.13212702834314,-3.668384638731195,NA,NA,NA,NA,NA
PB-00-03-16,12.056953,0.23077924627758345,0.16318556999999956,2,23.0019247,0.4084951915116735,0.28884972000000175,2,-88.06323903500001,15.093787075681137,10.672919195,2,2,1507.4,15.093787075681137,10.672919195,20.918921622199996,12.129931060578024,23.268509030221377,3,32.3,2.487971060924945,1.4364307617610157,29.6,34.5,4.899999999999999,-14.551922356666667,-7.7163561959999996,22.965054073333334,Session 2,"4865, 4866, 4868",primary,PB-00-03-16,-14.65522362,-7.830779304,0.118200551,22.84709299992032,0.567372939,0.003250028,34.4,3.6,-3.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.275,0.10307764064044166,4,-8.225,0.12499999999999996,4,22.440683,0.12886500000000023,4,55.917191082802546,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,33.79558184975619,1.88242447231941,30.106029884010145,37.48513381550223,33.11703331238215,1.12274916252965,2,"CU, IPL",33.83901110412738,TRUE,FALSE,22.440683,0.12886500000000023,Bowen,NA,32.3,1.4364307617610157,IPL measured T47,0.12886500000000023,-4.404510477061448,-4.402998416570199,0.30513822678645947,-5.00288950758586,-3.803204859057786,-4.914422612306104,-6.5264197907325405,222.30672585512255,-446.29386831237184,434.82563140741325
PB-00-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1507.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-03-17,-14.94855745,-7.704695354,0.097055277,22.977075465654323,0.56147866,0.007038426,36.6,4.8,-3.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.5,0.04082482904638616,4,-9.2,0.07071067811865492,4,21.43305925,0.07409680557596589,4,55.91612101910828,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,34.12559520710481,1.88242447231941,30.436043241358764,37.81514717285085,36.6,2.4,1,CU,34.37234443746072,TRUE,FALSE,21.43305925,0.07409680557596589,Bowen,NA,34.12559520710481,1.88242447231941,modeled/interpolated T,0.07409680557596589,-5.039868490544023,-5.038183180349563,0.3682390863593896,-5.771118962614196,-4.3205323087924405,NA,NA,NA,NA,NA
PB-00-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.2375,0.09624652127294184,8,-8.7375,0.04977628523130852,8,21.9123365,0.05131536797066055,8,55.915585987261146,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,34.283504378711456,1.88242447231941,30.59395241296541,37.9730563444575,NA,NA,0,NA,NA,FALSE,FALSE,21.9123365,0.05131536797066055,Bowen,NA,34.283504378711456,1.88242447231941,modeled/interpolated T,0.05131536797066055,-4.539085474019268,-4.537090981401434,0.3586073582051968,-5.240992703585289,-3.836831730942916,NA,NA,NA,NA,NA
PB-00-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1508.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.875,0.19311050377094127,4,-7.625,0.10307764064044156,4,23.059235,0.10626480128904336,4,55.91424840764331,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,34.65490694304931,1.88242447231941,30.965354977303267,38.34445890879535,NA,NA,0,NA,NA,FALSE,FALSE,23.059235,0.10626480128904336,Bowen,NA,34.65490694304931,1.88242447231941,modeled/interpolated T,0.10626480128904336,-3.361425360377419,-3.3606137480352913,0.3675692539516057,-4.089763571368274,-2.6426441645496057,NA,NA,NA,NA,NA
PB-00-01-07,12.244618615,0.6596533612890689,0.4664453650000002,2,23.38279018,1.2414450170128,0.8778341899999996,2,-101.494603755,4.170388579857262,2.948910045000005,2,2,1508.7,12,8.48528137423857,16.631151493507595,12.319890870455152,23.658310908409863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-01-07,-14.63455875,-7.784336778,0.067027511,22.894971528824243,0.570113875,0.004544077,33.4,3.8,-3.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.375,0.1493039405597408,4,-8,0.05773502691896237,4,22.67264,0.059520193951297,4,55.91371337579618,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,34.79350112855488,1.88242447231941,31.103949162808835,38.48305309430092,33.4,1.9,1,CU,35.1,TRUE,FALSE,22.67264,0.059520193951297,Bowen,NA,34.79350112855488,1.88242447231941,modeled/interpolated T,0.059520193951297,-3.706106549845333,-3.7078342587832367,0.3644703696345063,-4.431874093029375,-2.989987059998481,-27.833300999252234,-30.012278368833854,645.3322527837757,-1287.6430120365155,1258.9037991851314
PB-00-01-07.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.275,0.24622144504490223,4,-8.225,0.02500000000000035,4,22.440683,0.02577300000000004,4,55.91023566878981,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,35.55989384367309,2.080064101576359,31.482968204583425,39.63681948276275,NA,NA,0,NA,NA,FALSE,FALSE,22.440683,0.02577300000000004,Bowen,NA,35.55989384367309,2.080064101576359,modeled/interpolated T,0.02577300000000004,-3.789868111787453,-3.788151977147266,0.38723323651958613,-4.565380184560208,-3.039719234049221,NA,NA,NA,NA,NA
PB-00-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.5,0.1732050807568878,4,-8.85,0.2327373340628157,4,21.796358,0.23993357243203836,4,55.90996815286624,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,35.610449512848646,2.080064101576359,31.53352387375898,39.68737515193831,NA,NA,0,NA,NA,FALSE,FALSE,21.796358,0.23993357243203836,Bowen,NA,35.610449512848646,2.080064101576359,modeled/interpolated T,0.23993357243203836,-4.394204143890825,-4.391957120623488,0.45740973056353806,-5.29340396791288,-3.4856678933669034,NA,NA,NA,NA,NA
PB-00-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.95,0.27537852736430507,4,-8.325,0.0946484724300046,4,22.337591,0.09757500319754048,4,55.90943312101911,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,35.70851753436642,2.080064101576359,31.631591895276756,39.78544317345609,NA,NA,0,NA,NA,FALSE,FALSE,22.337591,0.09757500319754048,Bowen,NA,35.70851753436642,2.080064101576359,modeled/interpolated T,0.09757500319754048,-3.860212163650526,-3.8588902306041177,0.3998988889990414,-4.642777427276197,-3.0691440561251286,NA,NA,NA,NA,NA
PK95-SC-67-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1511.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.87,0.1299999999999999,2,-8.705,0.14499999999999957,2,21.94,0.15000000000000036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.90729299363058,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.065305628338216,2.080064101576359,31.98837998924855,40.14223126742788,NA,NA,0,NA,NA,FALSE,FALSE,21.94,0.15000000000000036,Koch,NA,36.065305628338216,2.080064101576359,modeled/interpolated T,0.15000000000000036,-4.182634084651782,-4.178175634936792,0.41706340612532017,-5.015089465827694,-3.3753452465782376,NA,NA,NA,NA,NA
PB-00-01-09D,11.1402437675,0.8143104901249798,0.4071552450624899,4,21.2863628125,1.5381771341060526,0.7690885670530263,4,-91.4350268375,10.939458439416024,5.469729219708013,4,4,1511.7,12,6,11.76,11.202527353001424,21.514533532392967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.6,0.09128709291752768,4,-8.4,0.08164965809277268,4,22.260272,0.08417426552100128,4,55.90568789808917,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.30341777106056,2.080064101576359,32.22649213197089,40.380343410150225,NA,NA,0,NA,NA,FALSE,FALSE,22.260272,0.08417426552100128,Bowen,NA,36.30341777106056,2.080064101576359,modeled/interpolated T,0.08417426552100128,-3.826880341973495,-3.8287768884415527,0.40126186323606583,-4.613736165640014,-3.0355096619963353,-15.753579875671061,-21.563831016457424,568.8987436276053,-1128.1428120932007,1108.5990312793188
PB-00-01-09C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.05,0.04999999999999982,4,-8.75,0.09574271077563394,4,21.89945,0.0987030753928166,4,55.904617834394905,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.45228907772517,2.080064101576359,32.3753634386355,40.529214716814835,NA,NA,0,NA,NA,FALSE,FALSE,21.89945,0.0987030753928166,Bowen,NA,36.45228907772517,2.080064101576359,modeled/interpolated T,0.0987030753928166,-4.14337266148706,-4.141116708686525,0.4014331044795892,-4.924949297893505,-3.3630261956834464,NA,NA,NA,NA,NA
PB-00-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-03-20,-14.49982912,-8.01233627,0.010430627,22.6599222925316,0.564882475,0.004011078,35.3,3.8,-3.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.875,0.02499999999999991,4,-9,0.3027650354097493,4,21.64172,0.3121265303046183,4,55.90408280254777,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.52459718707825,2.080064101576359,32.447671547988584,40.60152282616792,35.3,1.9,1,CU,36.36666666666667,TRUE,FALSE,21.64172,0.3121265303046183,Bowen,NA,36.52459718707825,2.080064101576359,modeled/interpolated T,0.3121265303046183,-4.382418434166905,-4.379628809006874,0.4992917929258052,-5.362796304771857,-3.416918102701729,NA,NA,NA,NA,NA
PB-00-01-09B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.725,0.08539125638299679,4,-8.725,0.09464847243000464,4,21.925223,0.09757500319754048,4,55.9038152866242,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.56033541192522,2.080064101576359,32.48340977283556,40.63726105101489,NA,NA,0,NA,NA,FALSE,FALSE,21.925223,0.09757500319754048,Bowen,NA,36.56033541192522,2.080064101576359,modeled/interpolated T,0.09757500319754048,-4.100886583517614,-4.096547380565539,0.4022661215524178,-4.887976162677966,-3.328568773291974,NA,NA,NA,NA,NA
PB-00-01-09A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.7,0.14719601443879743,4,-8.174999999999999,0.18874586088176865,4,22.492229,0.19458188290023337,4,55.90274522292994,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.700703704582985,2.080064101576359,32.62377806549332,40.77762934367265,NA,NA,0,NA,NA,FALSE,FALSE,22.492229,0.19458188290023337,Bowen,NA,36.700703704582985,2.080064101576359,modeled/interpolated T,0.19458188290023337,-3.527320569317764,-3.523562034448105,0.4343714706657243,-4.388379785036361,-2.6886787176801503,NA,NA,NA,NA,NA
PB-00-01-10D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.65,0.04999999999999982,2,-7.85,0.05000000000000026,2,22.827278,0.05154600000000009,2,55.90167515923567,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.837021099397155,2.080064101576359,32.76009546030749,40.91394673848682,NA,NA,0,NA,NA,FALSE,FALSE,22.827278,0.05154600000000009,Bowen,NA,36.837021099397155,2.080064101576359,modeled/interpolated T,0.05154600000000009,-3.1723733185276255,-3.168958563499416,0.39244251055355983,-3.94789142965846,-2.407813162919515,NA,NA,NA,NA,NA
PB-00-01-10C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.3,0.2041241452319313,4,-8.7,0.14719601443879743,4,21.950996,0.15174731520524534,4,55.9006050955414,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.96940022693236,2.080064101576359,32.89247458784269,41.04632586602202,NA,NA,0,NA,NA,FALSE,FALSE,21.950996,0.15174731520524534,Bowen,NA,36.96940022693236,2.080064101576359,modeled/interpolated T,0.15174731520524534,-3.9983857568978425,-3.994744671441993,0.4122107330952581,-4.817707023366075,-3.2200878559406565,NA,NA,NA,NA,NA
PB-00-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.175,0.02499999999999991,4,-8.525,0.11086778913041724,4,22.131407,0.11429582117032996,4,55.899802547770705,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,37.066167839006205,4.007492981902776,29.21148159447677,44.920854083535644,NA,NA,0,NA,NA,FALSE,FALSE,22.131407,0.11429582117032996,Bowen,NA,37.066167839006205,4.007492981902776,modeled/interpolated T,0.11429582117032996,-3.8186324650051096,-3.797437283262525,0.7544766926469301,-5.315593343760895,-2.3670034074848054,NA,NA,NA,NA,NA
PB-00-01-10B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.875,0.10307764064044166,4,-7.8,0.14719601443879743,4,22.878824,0.15174731520524432,4,55.89926751592357,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,37.12950753361657,4.007492981902776,29.27482128908713,44.98419377814601,NA,NA,0,NA,NA,FALSE,FALSE,22.878824,0.15174731520524432,Bowen,NA,37.12950753361657,4.007492981902776,modeled/interpolated T,0.15174731520524432,-3.0500209081242295,-3.0341979460390007,0.7604405315804821,-4.596382895721365,-1.5952130901742636,NA,NA,NA,NA,NA
PB-00-01-10A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.75,0.11902380714238092,4,-7.949999999999999,0.11902380714238066,4,22.724186,0.12270402325922285,4,55.898730769230774,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,37.19192601609993,4.007492981902776,29.337239771570488,45.04661226062937,NA,NA,0,NA,NA,FALSE,FALSE,22.724186,0.12270402325922285,Bowen,NA,37.19192601609993,4.007492981902776,modeled/interpolated T,0.12270402325922285,-3.2071145228975455,-3.1889480544965068,0.7543221021978931,-4.724396891362619,-1.7470853333934315,NA,NA,NA,NA,NA
PB-00-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.175,0.06291528696058965,4,-8.775,0.2212653007891956,4,21.873677,0.22810682388959824,4,55.89576923076923,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,37.51939015028399,4.115823125451335,29.452376824399373,45.586403476168606,NA,NA,0,NA,NA,FALSE,FALSE,21.873677,0.22810682388959824,Bowen,NA,37.51939015028399,4.115823125451335,modeled/interpolated T,0.22810682388959824,-3.97805693132671,-3.954144279459172,0.8006283758025693,-5.582432327275939,-2.449951093077661,NA,NA,NA,NA,NA
PB-00-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.4,0.21213203435596428,4,-8.7,0.163299316185545,4,21.950996,0.16834853104200256,4,55.893884615384614,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,37.714560818134494,4.115823125451335,29.64754749224988,45.78157414401911,NA,NA,0,NA,NA,FALSE,FALSE,21.950996,0.16834853104200256,Bowen,NA,37.714560818134494,4.115823125451335,modeled/interpolated T,0.16834853104200256,-3.8756754360490135,-3.864335847287237,0.7778259977793894,-5.427884440424535,-2.3848016693128087,NA,NA,NA,NA,NA
PB-00-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.425,0.3424787098005751,4,-8.75,0.2020725942163691,4,21.89945,0.20832067882953953,4,55.893076923076926,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,37.79524360331538,4.115823125451335,29.72823027743076,45.862256929199994,NA,NA,0,NA,NA,FALSE,FALSE,21.89945,0.20832067882953953,Bowen,NA,37.79524360331538,4.115823125451335,modeled/interpolated T,0.20832067882953953,-3.8995911008066617,-3.881704207334224,0.7941507007418157,-5.476868724255709,-2.3769749651766436,NA,NA,NA,NA,NA
PB-00-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.95,0.23273733406281588,4,-8.725,0.0478713553878172,4,21.925223,0.04935153769640829,4,55.88957692307692,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,38.12573714005016,4.115823125451335,30.058723814165543,46.19275046593478,NA,NA,0,NA,NA,FALSE,FALSE,21.925223,0.04935153769640829,Bowen,NA,38.12573714005016,4.115823125451335,modeled/interpolated T,0.04935153769640829,-3.841986222793913,-3.827377617581419,0.7632814824730948,-5.355002676969209,-2.3995020120108363,NA,NA,NA,NA,NA
