MLA_horizon_id,IPL17O_mean_dp17Ocarb,IPL17O_sd_dp17Ocarb,IPL17O_se_dp17Ocarb,IPL17O_n_dp17Ocarb,IPL17O_mean_dp18Ocarb,IPL17O_sd_dp18Ocarb,IPL17O_se_dp18Ocarb,IPL17O_n_dp18Ocarb,IPL17O_mean_Dp17Ocarb,IPL17O_sd_Dp17Ocarb,IPL17O_se_Dp17Ocarb,IPL17O_n_Dp17Ocarb,IPL17O_n_analyses,strat_height_m,IPL17O_sd_Dp17Ocarb_adj,IPL17O_se_Dp17Ocarb_adj,IPL17O_ci95_Dp17Ocarb_adj,IPL17O_mean_d17Ocarb,IPL17O_mean_d18Ocarb,IPLD47_n_T47,IPLD47_mean_T47_C,IPLD47_sd_T47_C,IPLD47_se_T47_C,IPLD47_min_T47_C,IPLD47_max_T47_C,IPLD47_range_T47_C,IPL_NuDog_d13Ccarb_VPDB,IPL_NuDog_d18Ocarb_VPDB,IPL_NuDog_d18Ocarb_VSMOW,IPLD47_sessions,IPLD47_IPLnums,IPLD47_sample_type,CU_sample_id,CU_mean_d13Ccarb_vpdb,CU_mean_d18Ocarb_vpdb,CU_se_d18Ocarb_vpdb,CU_mean_d18Ocarb_vsmow,CU_mean_D47_ICDES,CU_se_D47_ICDES,CU_mean_T47_C,CU_2se_T47_C,CU_mean_d18Ow_vsmow,CU_se_d18Ow_vsmow,Snell_sample_id,Snell_Age_Ma,Snell_sample_type,Snell_mean_d18Ow_vsmow,Snell_mean_d18Ocarb_vsmow,Snell_mean_d13Ccarb_vpdb,Snell_mean_D47,Snell_se_D47,Snell_mean_T47_C,Snell_se_T47_C,Snell_sample_group,Koch_mean_d13Ccarb_vpdb,Koch_se_d13Ccarb_vpdb,Koch_n_d13Ccarb,Koch_mean_d18Ocarb_vpdb,Koch_se_d18Ocarb_vpdb,Koch_n_d18Ocarb_vpdb,Koch_mean_d18Ocarb_vsmow,Koch_se_d18Ocarb_vsmow,Koch_n_d18Ocarb_vsmow,Bowen_mean_d13Ccarb_vpdb,Bowen_se_d13Ccarb_vpdb,Bowen_n_d13Ccarb,Bowen_mean_d18Ocarb_vpdb,Bowen_se_d18Ocarb_vpdb,Bowen_n_d18Ocarb_vpdb,Bowen_mean_d18Ocarb_vsmow,Bowen_se_d18Ocarb_vsmow,Bowen_n_d18Ocarb_vsmow,Age_Ma,stage,exclude_nuclear,exclude_moderate,exclude_conservative,exclude_heavy,exclude_heavy_moderate,exclude_all_suspect,exclude_from_temp_model,T_model_C,T_model_se_C,T_model_lower95_C,T_model_upper95_C,T_measured_C,T_measured_se_C,n_T_obs,T_sources,T_model_anchor_C,has_measured_T47,is_snell,d18Ocarb_vsmow,d18Ocarb_se_vsmow,d18Ocarb_source,d18Ocarb_missing_flag,T_recon_C,T_recon_se_C,T_recon_source,d18Ocarb_se_used_vsmow,d18Ow_mean_vsmow,d18Ow_median_vsmow,d18Ow_sd_vsmow,d18Ow_lower95_vsmow,d18Ow_upper95_vsmow,D17Orsw_mean_permeg,D17Orsw_median_permeg,D17Orsw_sd_permeg,D17Orsw_lower95_permeg,D17Orsw_upper95_permeg
PB-00-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.825,0.04787135538781712,4,-8.7,0.2041241452319313,4,21.950996,0.2104356638025032,4,55.860662790697674,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,34.605907214183425,2.035958857640964,30.615427853207137,38.59638657515971,NA,NA,0,NA,NA,FALSE,FALSE,21.950996,0.2104356638025032,Bowen,NA,34.605907214183425,2.035958857640964,modeled/interpolated T,0.2104356638025032,-4.458626185661658,-4.456992625340433,0.4420753270441233,-5.332834999125109,-3.606789884568588,NA,NA,NA,NA,NA
PK95-SC-6,10.79859745,0.2013744229139755,0.14239321999999974,2,20.63613357,0.3561840682355915,0.2518601699999987,2,-97.281069785,13.309237678654354,9.411052214999996,2,2,1530,13.309237678654354,9.411052214999996,18.44566234139999,10.857112741459396,20.850530811439505,1,42.4,NA,NA,42.4,42.4,0,-9.345202101,-7.902158765,22.77350649,Session 2,4967,primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.85846511627907,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.320992951713286,2.035958857640964,29.330513590737,37.311472312689574,42.4,2.0869560153534854,1,IPL,34,TRUE,FALSE,22.77350649,NA,IPL_NuDog,NA,42.4,2.035958857640964,IPL measured T47,0.15,-2.199331377015831,-2.195780749667392,0.3969758784799514,-2.985247154478216,-1.433205969071108,-24.367418614006535,-23.005258385529693,193.32454738175804,-405.96562251248133,353.03918209363906
PB-00-02-09L,10.77847295,NA,NA,1,20.63433014,NA,NA,1,-116.453365,NA,NA,1,1,1530.5,12,12,23.52,10.836769952188964,20.848689780626817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-02-09L,-12.84085808,-7.8678138,0.072516375,22.808913397304003,0.58734529,0.004809248,27.2,3.6,-5.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.32,0.2154065922853801,5,-9.3,0.3987480407475376,5,21.332444,0.4110773301674516,5,55.85724418604651,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,32.590389727228676,2.035958857640964,28.599910366252388,36.58086908820496,27.200000000000003,1.8,1,CU,31.566666666666663,TRUE,FALSE,21.332444,0.4110773301674516,Bowen,NA,32.590389727228676,2.035958857640964,modeled/interpolated T,0.4110773301674516,-5.433886442475161,-5.428728257566263,0.5635185148295401,-6.55532550329361,-4.351637823102945,-35.63747825089105,-33.90486827707972,169.13601235736152,-374.376805105581,296.83719326756113
PK95-SC-349-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.24,NA,1,-8.12,NA,1,22.54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.85601176470588,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,31.873140091344546,2.035958857640964,27.88266073036825,35.86361945232083,NA,NA,0,NA,NA,FALSE,FALSE,22.54,NA,Koch,NA,31.873140091344546,2.035958857640964,modeled/interpolated T,0.15,-4.382118904381874,-4.381336013974192,0.4155817231344663,-5.199906806389,-3.577030372227725,NA,NA,NA,NA,NA
PB-00-02-09U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.75,0.11902380714238084,4,-8.850000000000001,0.02886751345948118,4,21.796358,0.0297600969756485,4,55.85601176470588,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,31.873140091344546,2.035958857640964,27.88266073036825,35.86361945232083,NA,NA,0,NA,NA,FALSE,FALSE,21.796358,0.0297600969756485,Bowen,NA,31.873140091344546,2.035958857640964,modeled/interpolated T,0.0297600969756485,-5.11333380248819,-5.107476811196932,0.3930107610464877,-5.894193568146187,-4.355617067263142,NA,NA,NA,NA,NA
PB-00-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.85,0.0645497224367904,4,-8.125,0.04787135538781673,4,22.543775,0.04935153769640829,4,55.8545294117647,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,31.039222341038755,2.035958857640964,27.048742980062464,35.029701702015046,NA,NA,0,NA,NA,FALSE,FALSE,22.543775,0.04935153769640829,Bowen,NA,31.039222341038755,2.035958857640964,modeled/interpolated T,0.04935153769640829,-4.551476533914537,-4.546828210138358,0.3933992209181992,-5.322574870776796,-3.791863575536374,NA,NA,NA,NA,NA
PB-00-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1532.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.92,0.1462873883832779,5,-8.38,0.35832945734337845,5,22.2808904,0.3694090041644355,5,55.85304705882353,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,30.238408413291516,2.035958857640964,26.24792905231523,34.228887774267804,NA,NA,0,NA,NA,FALSE,FALSE,22.2808904,0.3694090041644355,Bowen,NA,30.238408413291516,2.035958857640964,modeled/interpolated T,0.3694090041644355,-4.957169399833346,-4.958909546570055,0.5293150382033615,-5.995761637350353,-3.9197747290298537,NA,NA,NA,NA,NA
PK95-SC-351-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1532.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.83,0.05000000000000071,2,-7.84,0.04000000000000003,2,22.83,0.04000000000000092,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8528,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,30.10844685927495,2.035958857640964,26.11796749829866,34.098926220251236,NA,NA,0,NA,NA,FALSE,FALSE,22.83,0.04000000000000092,Koch,NA,30.10844685927495,2.035958857640964,modeled/interpolated T,0.04000000000000092,-4.4527971187163855,-4.456644635247528,0.40401222211145565,-5.261110266395028,-3.6739017707926767,NA,NA,NA,NA,NA
PB-00-02-12B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.725,0.2015564437074635,4,-8.85,0.10408329997330662,4,21.796358,0.10730155560848148,4,55.851070588235295,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,29.229265356975784,2.035958857640964,25.238785995999493,33.219744717952075,NA,NA,0,NA,NA,FALSE,FALSE,21.796358,0.10730155560848148,Bowen,NA,29.229265356975784,2.035958857640964,modeled/interpolated T,0.10730155560848148,-5.629823274186992,-5.631075055966903,0.419854225422854,-6.449986936789694,-4.824136978252957,NA,NA,NA,NA,NA
PB-00-02-12A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.2,0.04082482904638652,4,-9.525,0.16007810593582109,4,21.100487,0.16502772097135623,4,55.849835294117646,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,28.63648724440603,2.035958857640964,24.646007883429743,32.62696660538232,NA,NA,0,NA,NA,FALSE,FALSE,21.100487,0.16502772097135623,Bowen,NA,28.63648724440603,2.035958857640964,modeled/interpolated T,0.16502772097135623,-6.420090563072191,-6.418466150177437,0.4278758408518929,-7.261274297627929,-5.592846927707242,NA,NA,NA,NA,NA
PK95-SC-349-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.8,0.05999999999999961,2,-7.92,0.07000000000000027,2,22.745,0.07499999999999928,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8486,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,28.07574920773737,2.035958857640964,24.08526984676108,32.06622856871366,NA,NA,0,NA,NA,FALSE,FALSE,22.745,0.07499999999999928,Koch,NA,28.07574920773737,2.035958857640964,modeled/interpolated T,0.07499999999999928,-4.9359315503233345,-4.936767051540471,0.4117062792705246,-5.755249734393044,-4.143843430470839,NA,NA,NA,NA,NA
PK95-SC-351-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.56,NA,1,-8.04,NA,1,22.62,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8486,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,28.07574920773737,2.035958857640964,24.08526984676108,32.06622856871366,NA,NA,0,NA,NA,FALSE,FALSE,22.62,NA,Koch,NA,28.07574920773737,2.035958857640964,modeled/interpolated T,0.15,-5.062104786062139,-5.057218364552568,0.429119313827327,-5.9202405589417815,-4.2334204086438865,NA,NA,NA,NA,NA
PK95-SC-67-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.725,0.14499999999999957,2,-7.805,0.06499999999999995,2,22.865,0.0649999999999995,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8486,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,28.07574920773737,2.035958857640964,24.08526984676108,32.06622856871366,NA,NA,0,NA,NA,FALSE,FALSE,22.865,0.0649999999999995,Koch,NA,28.07574920773737,2.035958857640964,modeled/interpolated T,0.0649999999999995,-4.82096678056781,-4.819035822525109,0.4085244898165808,-5.615509554460596,-4.030851103808129,NA,NA,NA,NA,NA
PB-00-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.25,0.05000000000000071,2,-8.149999999999999,0.04999999999999982,2,22.518002000000003,0.05154600000000009,2,55.846623529411765,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.251156988611935,2.035958857640964,23.260677627635644,31.241636349588227,NA,NA,0,NA,NA,FALSE,FALSE,22.518002000000003,0.05154600000000009,Bowen,NA,27.251156988611935,2.035958857640964,modeled/interpolated T,0.05154600000000009,-5.313659642418371,-5.312086359271063,0.408185873294391,-6.123384974773273,-4.530844065122728,NA,NA,NA,NA,NA
PB-00-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13,0.23452078799117135,4,-8.975,0.17500000000000004,4,21.667493,0.18041100000000032,4,55.84118823529412,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,25.517550311428224,2.1482850066987615,21.306911698298652,29.728188924557795,NA,NA,0,NA,NA,FALSE,FALSE,21.667493,0.18041100000000032,Bowen,NA,25.517550311428224,2.1482850066987615,modeled/interpolated T,0.18041100000000032,-6.485133256948493,-6.485658428789634,0.4634407719248875,-7.388981913937871,-5.584229778986708,NA,NA,NA,NA,NA
PK95-SC-351-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1537.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.49,0.07000000000000027,2,-7.915,0.00499999999999989,2,22.755000000000003,0.00500000000000078,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.83921176470588,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,25.11030186717232,2.1482850066987615,20.899663254042743,29.32094048030189,NA,NA,0,NA,NA,FALSE,FALSE,22.755000000000003,0.00500000000000078,Koch,NA,25.11030186717232,2.1482850066987615,modeled/interpolated T,0.00500000000000078,-5.518318458574259,-5.514900048147126,0.43527079807465985,-6.387220473726462,-4.669920329078295,NA,NA,NA,NA,NA
PB-00-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.25,0.15545631755148012,4,-9.7,0.17795130420052205,4,20.920076,0.1834535585264015,4,55.836988235294115,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,24.813358617387596,2.1482850066987615,20.602720004258025,29.023997230517168,NA,NA,0,NA,NA,FALSE,FALSE,20.920076,0.1834535585264015,Bowen,NA,24.813358617387596,2.1482850066987615,modeled/interpolated T,0.1834535585264015,-7.369763226916786,-7.366667634062651,0.4658496905541876,-8.293114274694654,-6.461220466908694,NA,NA,NA,NA,NA
PB-00-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.1,0.3135814620371132,4,-8.95,0.33040379335998354,4,21.693266,0.34061987865067395,4,55.83113414634146,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,24.9235019617912,2.1482850066987615,20.712863348661628,29.13414057492077,NA,NA,0,NA,NA,FALSE,FALSE,21.693266,0.34061987865067395,Bowen,NA,24.9235019617912,2.1482850066987615,modeled/interpolated T,0.34061987865067395,-6.582683790131108,-6.579219944690976,0.5439139379844447,-7.659309024901821,-5.528684417352273,NA,NA,NA,NA,NA
PB-00-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.625,0.25617376914898987,4,-8.45,0.13228756555322946,4,22.208726,0.13637789708013565,4,55.82601219512195,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,26.176710597310873,2.1482850066987615,21.9660719841813,30.387349210440444,NA,NA,0,NA,NA,FALSE,FALSE,22.208726,0.13637789708013565,Bowen,NA,26.176710597310873,2.1482850066987615,modeled/interpolated T,0.13637789708013565,-5.838257201482426,-5.834203815308911,0.4547634046585037,-6.731848282768013,-4.96500141056502,NA,NA,NA,NA,NA
PB-00-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.175,0.02499999999999991,4,-9.15,0.09574271077563394,4,21.487082,0.0987030753928166,4,55.82370731707317,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,27.135024872534014,2.1482850066987615,22.924386259404447,31.34566348566359,NA,NA,0,NA,NA,FALSE,FALSE,21.487082,0.0987030753928166,Bowen,NA,27.135024872534014,2.1482850066987615,modeled/interpolated T,0.0987030753928166,-6.348391400314627,-6.347806598207853,0.4419497067641115,-7.2170919935850835,-5.489981545233403,NA,NA,NA,NA,NA
PB-00-02-19,11.776805105,0.29303190198841583,0.20720484500000055,2,22.4848903,0.5735167881143705,0.40553760999999966,2,-95.216972605,9.784962440028757,6.919013294999998,2,2,1545.1,12,8.48528137423857,16.631151493507595,11.846424704633485,22.73958075945459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-02-19,-9.363531532,-8.39028023,0.02982413,22.2702923052884,0.59349061,0.009264559,25.1,5,-6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.1,0.14719601443879762,4,-9.05,0.1755942292142125,4,21.590174,0.18102360278151608,4,55.82063414634146,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,28.8263620313238,2.1482850066987615,24.61572341819423,33.03700064445337,25.1,2.5,1,CU,28,TRUE,FALSE,21.590174,0.18102360278151608,Bowen,NA,28.8263620313238,2.1482850066987615,modeled/interpolated T,0.18102360278151608,-5.910751222877091,-5.911360923430266,0.4629652312892577,-6.8243491839286214,-5.014807371440949,-12.402741600475247,-13.61982591077937,290.55691687287174,-586.0570873039854,558.6823946104274
PB-00-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1547.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.675,0.07500000000000022,4,-9.65,0.02886751345948118,4,20.971622,0.02976009697564747,4,55.815256097560976,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,32.74962882881523,2.1482850066987615,28.53899021568566,36.96026744194481,NA,NA,0,NA,NA,FALSE,FALSE,20.971622,0.02976009697564747,Bowen,NA,32.74962882881523,2.1482850066987615,modeled/interpolated T,0.02976009697564747,-5.752052952528016,-5.746972228180482,0.408892264369733,-6.558935910002196,-4.97247115957054,NA,NA,NA,NA,NA
PB-00-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.875,0.02499999999999991,4,-8.475,0.04787135538781673,4,22.182953,0.04935153769640829,4,55.81229824561403,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,35.135774219763455,2.1482850066987615,30.925135606633884,39.34641283289303,NA,NA,0,NA,NA,FALSE,FALSE,22.182953,0.04935153769640829,Bowen,NA,35.135774219763455,2.1482850066987615,modeled/interpolated T,0.04935153769640829,-4.119194742850798,-4.111686045095382,0.40941643055631827,-4.930100407258218,-3.3189515858105754,NA,NA,NA,NA,NA
PK95-SC-67-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.095,0.07500000000000018,2,-8.24,0.08999999999999986,2,22.415,0.09500000000000064,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.811070175438594,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.07832578688361,2.1482850066987615,31.86768717375404,40.288964400013185,NA,NA,0,NA,NA,FALSE,FALSE,22.415,0.09500000000000064,Koch,NA,36.07832578688361,2.1482850066987615,modeled/interpolated T,0.09500000000000064,-3.720072972990795,-3.713081595972312,0.41211337786158375,-4.557351055061866,-2.9195877622701003,NA,NA,NA,NA,NA
PB-00-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PB-00-02-21,-9.961553311,-8.512886112,NA,22.14389544941696,0.574681602,NA,31.7,NA,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.675,0.02499999999999991,4,-9.625,0.25617376914898987,4,20.997395,0.26409466209107635,4,55.81082456140351,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,36.26042505708728,2.1482850066987615,32.04978644395771,40.47106367021686,31.7,2.0869560153534854,1,CU,37.05,TRUE,FALSE,20.997395,0.26409466209107635,Bowen,NA,36.26042505708728,2.1482850066987615,modeled/interpolated T,0.26409466209107635,-5.058190039302987,-5.054854844031581,0.48585827855742136,-6.029869921380779,-4.096492934124782,NA,NA,NA,NA,NA
PB-00-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1549.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.825,0.07500000000000018,4,-9.025,0.21360009363293833,4,21.615947,0.2202046085280691,4,55.80959649122807,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,37.133857459054134,2.1482850066987615,32.92321884592456,41.34449607218371,NA,NA,0,NA,NA,FALSE,FALSE,21.615947,0.2202046085280691,Bowen,NA,37.133857459054134,2.1482850066987615,modeled/interpolated T,0.2202046085280691,-4.297306034909983,-4.297344343188627,0.4487070431343254,-5.191068394055057,-3.4277115199014987,NA,NA,NA,NA,NA
