correction_session,workbook_sheet,workbook_row,matlab_order,Type_1,Type_2,User,ben_status,Sample_Name,analysis_id,analysis_datetime_excel,acid_temperature_C,d13Ccarb_VPDB,d18Ocarb_VPDB,D47_CDES,D48_CDES,D47_iCDES_carb_corr,T47_Petersen_workbook_C,IPLnum,analysis_datetime,d18Ocarb_VSMOW,T47_Anderson2021_C,correction_source,MLA_sample_id,MLA_horizon_id,strat_height_m,normalized_sample_name,material_type,passes_analytical_screen,passes_fabric_screen,passes_primary_temperature_screen,primary_screen_reason
22A,S22A Results,125,4256,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-185-01,IPL-CI-4611 PK95-SC-185-01,46032.6157638889,90,-9.04841077435623,-8.57624614775231,0.584976402336843,0.323629393414872,0.592454407757217,27.8462990926357,4611,2026-01-10T14:46:42Z,22.06866208382067,25.474997080140668,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-185,PK95-SC-185,940,PK95-SC-185,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,130,4264,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-165-01,IPL-CI-4621 PK95-SC-165-01,46036.738900463,90,-8.48144354728931,-8.32054238296761,0.580213945308183,0.263879343353803,0.587584739432635,29.5950424775968,4621,2026-01-14T17:44:01Z,22.332269651974862,27.147270361439496,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-165,PK95-SC-165,820,PK95-SC-165,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,196,4332,Sample,Matthew's BHB Carbs,mam,include,PK95-SC-185-02,IPL-CI-4695 PK95-SC-185-02,46066.6709722222,90,-9.21344957892094,-8.21395317745627,0.59486611611851,0.182003525334878,0.593729954496272,27.3932245818342,4695,2026-02-13T16:06:11Z,22.44215352982856,25.04156427668488,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-185,PK95-SC-185,940,PK95-SC-185,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,197,4333,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-27-01,IPL-CI-4696 PK95-SC-27-01,46067.8591435185,90,-10.2316318562446,-9.7350420707293,0.544608289964541,0.246966025708863,0.542289999714628,47.4698578343149,4696,2026-02-14T20:37:09Z,20.87404777886446,44.179374675714655,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-27,PK95-SC-27,1525,PK95-SC-27,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,199,4335,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-50-01,IPL-CI-4699 PK95-SC-50-01,46069.4847685185,90,-8.79184189592213,-9.44971883272994,0.56452030276389,0.21977952452768101,0.562138916370847,39.2562006814555,4699,2026-02-16T11:38:03Z,21.168190358150376,36.36690580847221,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-50,PK95-SC-50,1425,PK95-SC-50,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,200,4336,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-118up-01,IPL-CI-4700 PK95-SC-118up-01,46069.5878703704,90,-8.86459171742385,-9.53304451443527,0.568626439267613,0.17600196138357,0.566103551504011,37.6899624391828,4700,2026-02-16T14:06:32Z,21.082289079623536,34.87445657705905,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-118up,PK95-SC-118up,1325,PK95-SC-118up,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,202,4338,Sample,Matthew's BHB Carbs,euf,include,PK95-SC-23-01,IPL-CI-4702 PK95-SC-23-01,46070.4006365741,90,-8.56883213146655,-8.43219300469893,0.564815985892043,0.268039300940431,0.561772695405271,39.4020745392492,4702,2026-02-17T09:36:55Z,22.217167909525827,36.50586329939961,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-23,PK95-SC-23,1495,PK95-SC-23,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,203,4339,Sample,Matthew's BHB Carbs,euf,include,PK95-SC-246-01,IPL-CI-4703 PK95-SC-246-01,46070.5224768519,90,-7.1718121687779,-9.33317679067288,0.553779267188916,0.171156393325819,0.550288787923203,44.0826507381548,4703,2026-02-17T12:32:22Z,21.28833471472742,40.96052314853881,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-246,PK95-SC-246,520,PK95-SC-246,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,205,4341,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-80-n-2-01,IPL-CI-4705 PK95-SC-80-n-2-01,46070.7305439815,90,-15.7402795931358,-7.74972761559654,0.599052301558148,0.248050323550834,0.596061277659655,26.570398280685,4705,2026-02-17T17:31:59Z,22.920728303805372,24.25423012812928,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-80-n2,PK95-SC-80-n2,1495,PK95-SC-80-n-2,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,206,4342,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-179-02,IPL-CI-4706 PK95-SC-179-02,46071.3810532407,90,-7.7870195068632,-8.20176060514579,0.558826195924734,0.238763639640806,0.554776818350928,42.2285208876536,4706,2026-02-18T09:08:42Z,22.454722974549156,39.19681520572311,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-179,PK95-SC-179,1080,PK95-SC-179,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,209,4345,Sample,Matthew's BHB Carbs,euf,include,PK95-SC-279-02,IPL-CI-4709 PK95-SC-279-02,46071.6817824074,90,-8.57999800430793,-9.44794221084332,0.531531929411264,0.226792280377796,0.526243180915682,54.6056939767591,4709,2026-02-18T16:21:45Z,21.170021895419513,50.946994282214746,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-279,PK95-SC-279,680,PK95-SC-279,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,210,4346,Sample,Matthew's BHB Carbs,eyl,include,IPL-CI-4710 PK95-SC-165-02,IPL-CI-4710 PK95-SC-165-02,46072.4114930556,90,-7.18303001204309,-8.25193714409117,0.590959988852932,0.259458355363628,0.586754356162542,29.8962936827921,4710,2026-02-19T09:52:33Z,22.402995478784973,27.435242417093605,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-165,PK95-SC-165,820,PK95-SC-165,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,238,4375,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-23-02,IPL-CI-4741 PK95-SC-23-02,46079.4937152778,90,-8.52618156862196,-8.43268887712865,0.586702225069711,0.20865382691824,0.578915910070385,32.7850009527781,4741,2026-02-26T11:50:57Z,22.216656709679306,30.195028966788357,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-23,PK95-SC-23,1495,PK95-SC-23,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,240,4377,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-27-02,IPL-CI-4743 PK95-SC-27-02,46079.70375,90,-10.222705915263,-9.83264828866167,0.566797426306948,0.235281045973408,0.558514396210694,40.7089875428595,4743,2026-02-26T16:53:24Z,20.773424552735797,37.75047642714077,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-27,PK95-SC-27,1525,PK95-SC-27,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,241,4378,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-185-03,IPL-CI-4744 PK95-SC-185-03,46080.3690162037,90,-9.0443777347169,-8.34697017188413,0.582884176315176,0.232364281275288,0.575110137224351,34.2176635447153,4744,2026-02-27T08:51:22Z,22.30502498010293,31.562682623622493,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-185,PK95-SC-185,940,PK95-SC-185,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,243,4380,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-50-02,IPL-CI-4746 PK95-SC-50-02,46080.6521296296,90,-8.76495439112951,-9.4251177896355,0.570276207102391,0.282842673796309,0.562293916441399,39.1945222340772,4746,2026-02-27T15:39:03Z,21.193551819486867,36.308149488142135,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-50,PK95-SC-50,1425,PK95-SC-50,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,244,4381,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-165-03,IPL-CI-4747 PK95-SC-165-03,46081.4737152778,90,-7.19001682022016,-8.21720915823543,0.599881169968859,0.270499091754899,0.592860082893147,27.701981041612,4747,2026-02-28T11:22:09Z,22.438796906683514,25.336943119425428,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-165,PK95-SC-165,820,PK95-SC-165,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,246,4383,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-23-03,IPL-CI-4749 PK95-SC-23-03,46081.8195138889,90,-8.54590030060371,-8.43933142021357,0.579921344807307,0.201700868955041,0.572575974838692,35.1828742899972,4749,2026-02-28T19:40:06Z,22.20980884558763,32.483693659035225,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-23,PK95-SC-23,1495,PK95-SC-23,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,254,4391,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-80-n-1-01,IPL-CI-4758 PK95-SC-80-n-1-01,46086.5212962963,90,-9.88159510614097,-7.91280040194378,0.6296321324751,0.229357052283569,0.625646357220305,16.6830636956935,4758,2026-03-05T12:30:40Z,22.75261493763214,14.775504482524696,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-80-n1,PK95-SC-80-n1,1495,PK95-SC-80-n-1,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,256,4393,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-118up-02,IPL-CI-4760 PK95-SC-118up-02,46087.3887615741,90,-8.78248913697959,-9.7245798682474,0.57174424492837,0.237207727614674,0.566625786134219,37.4854034483032,4760,2026-03-06T09:19:49Z,20.884833368025074,34.6794712250109,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-118up,PK95-SC-118up,1325,PK95-SC-118up,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,257,4394,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-92-01,IPL-CI-4761 PK95-SC-92-01,46087.4934027778,90,-8.82156951240504,-8.24263202363708,0.593609247137837,0.247976919996849,0.589558233981547,28.8826762583196,4761,2026-03-06T11:50:30Z,22.412588220512298,26.466181352500257,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-92,PK95-SC-92,1210,PK95-SC-92,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,259,4396,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-92-02,IPL-CI-4763 PK95-SC-92-02,46087.7095949074,90,-8.63466748390768,-8.15692412321975,0.581854056054822,0.208246428818126,0.578256156507528,33.0319264944311,4763,2026-03-06T17:01:48Z,22.50094535213153,30.430800699455347,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-92,PK95-SC-92,1210,PK95-SC-92,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,260,4397,Sample,Matthew's BHB Carbs,wmn,include,PK95-242-02,IPL-CI-4764 PK95-242-02,46088.5624074074,90,-3.98127090050633,-13.3785500505347,0.531191789700239,0.259336898293114,0.526405712688525,54.5310126914719,4764,2026-03-07T13:29:51Z,17.11791896740327,50.87626254265814,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-242,PK95-SC-242,590,PK95-SC-242,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,262,4399,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-176-02,IPL-CI-4766 PK95-SC-176-02,46088.7934490741,90,-9.2680631854616,-8.3738273048654,0.563217947097271,0.200748967274127,0.560453121707537,39.9293894143066,4766,2026-03-07T19:02:34Z,22.27733769314121,37.008113867740576,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-176,PK95-SC-176,1355,PK95-SC-176,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,264,4402,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-187-02,IPL-CI-4775 PK95-SC-187-02,46091.4898263889,90,-7.74836649538168,-8.32527013664496,0.589450447701828,0.248572859055868,0.589259742042252,28.9900992588135,4775,2026-03-10T11:45:21Z,22.327395763431344,26.568898970069824,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-187,PK95-SC-187,700,PK95-SC-187,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,266,4404,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-27-03,IPL-CI-4777 PK95-SC-27-03,46092.4250115741,90,-10.2202979644053,-9.80056653198976,0.522012419643369,0.151979023229994,0.520837251096027,57.1191181269367,4777,2026-03-11T10:12:01Z,20.806497956506437,53.32630272737737,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-27,PK95-SC-27,1525,PK95-SC-27,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,267,4405,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-246-02,IPL-CI-4778 PK95-SC-246-02,46092.5317824074,90,-6.94712496483029,-9.52875440536972,0.552732880955458,0.220843135316536,0.553289306778622,42.8394466165489,4778,2026-03-11T12:45:45Z,21.086711795960305,39.778082441452625,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-246,PK95-SC-246,520,PK95-SC-246,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,268,4406,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-80n-2-02,IPL-CI-4779 PK95-SC-80n-2-02,46092.642962963,90,-13.7088329402065,-7.83357534598603,0.614665090430707,0.227108643924409,0.618069846680239,19.1216525542544,4779,2026-03-11T15:25:52Z,22.83428884006954,17.116357683055412,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-80-n2,PK95-SC-80-n2,1495,PK95-SC-80n-2,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22A,S22A Results,269,4407,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-246-03,IPL-CI-4780 PK95-SC-246-03,46093.3793865741,90,-6.99254802965829,-9.52515044322392,0.544744360644393,0.216549828632377,0.546511232650519,45.6688712347893,4780,2026-03-12T09:06:19Z,21.090427156576027,42.46841453185152,Ben Passey Session 22A MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-246,PK95-SC-246,520,PK95-SC-246,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,38,4461,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-165,IPL-CI-4834 PK95-SC-165,46121.4968402778,90,-7.4967835078516,-8.25602346963733,0.57406876063454,0.241589045523137,0.572401005974508,35.2498524156526,4834,2026-04-09T11:55:27Z,22.39878284491618,32.54759263381197,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-165,PK95-SC-165,820,PK95-SC-165,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,40,4463,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-165,IPL-CI-4836 PK95-SC-165,46121.7028356481,90,-7.46171226192794,-8.27487803422654,0.59158197083781106,0.233926735831519,0.589246645559007,28.9948151219486,4836,2026-04-09T16:52:04Z,22.37934548573552,26.573408176575413,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-165,PK95-SC-165,820,PK95-SC-165,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,41,4464,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-118up,IPL-CI-4837 PK95-SC-118up,46122.3774421296,90,-8.90707300910605,-9.71617626293407,0.551429629429983,0.270514723804216,0.550549275154385,43.9741410689341,4837,2026-04-10T09:03:30Z,20.893496728778636,40.85733897083941,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-118up,PK95-SC-118up,1325,PK95-SC-118up,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,43,4466,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-118up,IPL-CI-4839 PK95-SC-118up,46122.5904513889,90,-8.89686352087292,-9.71717122219279,0.571460383601397,0.259004933149983,0.569836170628809,36.2367086455375,4839,2026-04-10T14:10:15Z,20.892471015329228,33.48889927495861,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-118up,PK95-SC-118up,1325,PK95-SC-118up,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,46,4469,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-50,IPL-CI-4842 PK95-SC-50,46125.3796296296,90,-9.01691395273254,-8.97512430671126,0.571712790246615,0.233924343377883,0.570066720821859,36.1476134986547,4842,2026-04-13T09:06:39Z,21.657454600968293,33.40393038650859,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-50,PK95-SC-50,1425,PK95-SC-50,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,47,4470,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-92,IPL-CI-4843 PK95-SC-92,46125.4830787037,90,-8.97124191586527,-8.26822565769571,0.59453900181072,0.21490616120894,0.592122291646041,27.9646034190639,4843,2026-04-13T11:35:37Z,22.386203487224915,25.588161128602735,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-92,PK95-SC-92,1210,PK95-SC-92,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,51,4474,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-179,IPL-CI-4850 PK95-SC-179,46126.6787152778,90,-7.53101365761147,-8.28044559504126,0.578886855439189,0.196626103993059,0.577021564275561,33.4956072748137,4850,2026-04-14T16:17:21Z,22.37360583161602,30.873479589939336,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-179,PK95-SC-179,1080,PK95-SC-179,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,52,4475,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-179,IPL-CI-4851 PK95-SC-179,46127.4490625,90,-7.53214300592171,-8.16841114822766,0.589094142625713,0.174159328684322,0.586916632796296,29.8373513348623,4851,2026-04-15T10:46:39Z,22.489103263180624,27.378900699658175,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-179,PK95-SC-179,1080,PK95-SC-179,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
22B,S22B Results,53,4476,Sample,Matthew's BHB Carbs,wmn,include,PK95-SC-179,IPL-CI-4852 PK95-SC-179,46128.3836226852,90,-7.50471053273386,-8.2387603060602,0.585819634282761,0.308289569744222,0.583759848739552,30.990174663688,4852,2026-04-16T09:12:25Z,22.41657961287948,28.480642807332856,Ben Passey Session 22B MATLAB; D47 I-CDES carbonate-residual correction,PK95-SC-179,PK95-SC-179,1080,PK95-SC-179,host_matrix,TRUE,TRUE,TRUE,Accepted host-matrix analysis
